ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4
24374,21374,-2444,-10,-60,-10,22452,6112,5034,-40,17,8,0,0,0,0,0,0,0,0,0,0,0,0
24392,21324,-2486,38,-50,1,22544,6030,4966,-53,12,-3,0,0,0,0,0,0,0,0,0,0,0,0
24338,21374,-2506,78,-43,12,22638,6000,5048,-37,14,-2,0,0,0,0,0,0,0,0,0,0,0,0
24358,21588,-2516,95,-40,15,22650,6006,5044,-11,18,8,0,0,0,0,0,0,0,0,0,0,0,0
24358,21762,-2384,70,-41,4,22562,6144,4996,6,21,14,0,0,0,0,0,0,0,0,0,0,0,0
24268,21774,-2414,19,-39,-1,22536,6096,4932,-10,21,9,0,0,0,0,0,0,0,0,0,0,0,0
24330,21632,-2418,-22,-36,0,22490,5992,4906,-37,14,-1,0,0,0,0,0,0,0,0,0,0,0,0
24386,21478,-2518,-22,-28,-5,22544,5950,5076,-41,13,-6,0,0,0,0,0,0,0,0,0,0,0,0
24364,21376,-2438,-8,-27,-2,22514,6048,5116,-16,14,2,0,0,0,0,0,0,0,0,0,0,0,0
24326,21434,-2326,-6,-18,-4,22396,6098,5032,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0
24262,21402,-2352,1,-21,1,22450,6232,4996,8,-3,13,0,0,0,0,0,0,0,0,0,0,0,0
24206,21360,-2260,5,-31,7,22678,6324,5092,-32,-3,9,0,0,0,0,0,0,0,0,0,0,0,0
24314,21380,-2306,18,-37,7,22870,6324,5112,-90,33,10,0,0,0,0,0,0,0,0,0,0,0,0
24286,21392,-2254,47,-35,12,22702,6218,4982,-112,66,11,0,0,0,0,0,0,0,0,0,0,0,0
24340,21440,-2236,63,-37,22,22428,6038,4890,-115,66,7,0,0,0,0,0,0,0,0,0,0,0,0
24300,21522,-2270,57,-35,14,22368,5868,5004,-98,42,10,0,0,0,0,0,0,0,0,0,0,0,0
24254,21610,-2176,50,-39,3,22508,5780,5048,-62,23,14,0,0,0,0,0,0,0,0,0,0,0,0
24172,21548,-2106,29,-56,1,22528,5770,5174,-19,18,13,0,0,0,0,0,0,0,0,0,0,0,0
24290,21498,-2370,6,-76,-7,22586,5874,5054,15,10,13,0,0,0,0,0,0,0,0,0,0,0,0
24364,21434,-2432,10,-69,-10,22702,6018,5046,27,16,10,0,0,0,0,0,0,0,0,0,0,0,0
24370,21468,-2358,16,-57,-10,22580,6042,4976,7,29,5,0,0,0,0,0,0,0,0,0,0,0,0
24306,21400,-2340,8,-54,-8,22482,6020,4910,8,24,14,0,0,0,0,0,0,0,0,0,0,0,0
24300,21430,-2410,-7,-47,-9,22492,6008,5008,14,18,16,0,0,0,0,0,0,0,0,0,0,0,0
24270,21384,-2360,-3,-52,-8,22506,6122,5040,19,23,8,0,0,0,0,0,0,0,0,0,0,0,0
24360,21302,-2404,-4,-58,-17,22436,6288,5088,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0
24396,21354,-2418,18,-54,-7,22472,6136,4990,-18,13,6,0,0,0,0,0,0,0,0,0,0,0,0
24350,21416,-2332,52,-32,-2,22554,6136,5002,-36,3,9,0,0,0,0,0,0,0,0,0,0,0,0
24322,21536,-2278,54,-30,-5,22640,6040,4918,-36,7,12,0,0,0,0,0,0,0,0,0,0,0,0
24274,21532,-2262,48,-32,1,22630,5966,4862,-8,24,8,0,0,0,0,0,0,0,0,0,0,0,0
24348,21474,-2342,29,-38,-10,22538,5974,5012,9,22,6,0,0,0,0,0,0,0,0,0,0,0,0
24302,21508,-2380,26,-34,-8,22530,6004,5000,15,17,8,0,0,0,0,0,0,0,0,0,0,0,0
24326,21448,-2350,30,-26,-4,22490,6096,5020,11,17,2,0,0,0,0,0,0,0,0,0,0,0,0
24252,21486,-2180,23,-34,-12,22434,6164,5070,12,18,-7,0,0,0,0,0,0,0,0,0,0,0,0
24228,21520,-2148,26,-32,-5,22476,6292,5036,18,10,-6,0,0,0,0,0,0,0,0,0,0,0,0
24274,21470,-2178,14,-46,-9,22526,6398,5124,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0
24220,21526,-2102,14,-52,-5,22666,6420,5040,2,-1,18,0,0,0,0,0,0,0,0,0,0,0,0
24206,21468,-2118,20,-58,9,22658,6328,4894,-41,19,12,0,0,0,0,0,0,0,0,0,0,0,0
24266,21428,-2138,25,-58,9,22634,6148,4936,-69,28,7,0,0,0,0,0,0,0,0,0,0,0,0
24374,21480,-2222,37,-60,7,22578,6036,5040,-64,29,2,0,0,0,0,0,0,0,0,0,0,0,0
24308,21444,-2218,49,-58,9,22586,6032,5024,-59,31,5,0,0,0,0,0,0,0,0,0,0,0,0
24266,21606,-2226,35,-56,-3,22510,5964,5168,-48,27,11,0,0,0,0,0,0,0,0,0,0,0,0
24230,21618,-2200,12,-63,-5,22520,5990,5086,-36,12,14,0,0,0,0,0,0,0,0,0,0,0,0
24300,21558,-2332,-10,-70,-11,22620,6018,5060,-25,2,7,0,0,0,0,0,0,0,0,0,0,0,0
24418,21476,-2312,-29,-62,-15,22778,6090,4962,-12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
24356,21384,-2276,-19,-57,-2,22756,6174,5006,-10,19,3,0,0,0,0,0,0,0,0,0,0,0,0
24290,21326,-2330,-14,-56,-5,22606,6208,5004,-21,39,11,0,0,0,0,0,0,0,0,0,0,0,0
24308,21302,-2296,5,-62,-4,22506,6160,5126,-26,38,9,0,0,0,0,0,0,0,0,0,0,0,0
24348,21316,-2400,28,-67,8,22468,6102,5028,-35,20,3,0,0,0,0,0,0,0,0,0,0,0,0
24398,21352,-2414,46,-54,9,22592,6158,5080,-47,6,-2,0,0,0,0,0,0,0,0,0,0,0,0
24348,21448,-2266,46,-47,3,22688,6138,5006,-54,11,-2,0,0,0,0,0,0,0,0,0,0,0,0
24350,21490,-2268,33,-49,-1,22720,6012,4898,-53,20,1,0,0,0,0,0,0,0,0,0,0,0,0
24260,21522,-2248,4,-53,-9,22730,5972,5068,-39,29,1,0,0,0,0,0,0,0,0,0,0,0,0
24234,21382,-2336,5,-55,-5,22578,6066,5012,-18,34,1,0,0,0,0,0,0,0,0,0,0,0,0
24338,21358,-2328,9,-54,-9,22504,6114,4952,-11,24,5,0,0,0,0,0,0,0,0,0,0,0,0
24340,21390,-2330,8,-51,-7,22578,6066,4998,-21,14,4,0,0,0,0,0,0,0,0,0,0,0,0
24312,21422,-2324,9,-46,-4,22654,6032,4960,-27,15,-2,0,0,0,0,0,0,0,0,0,0,0,0
24300,21408,-2236,13,-50,-5,22622,6070,4966,-27,20,-6,0,0,0,0,0,0,0,0,0,0,0,0
24328,21432,-2258,14,-61,-9,22552,6154,5012,-21,25,-1,0,0,0,0,0,0,0,0,0,0,0,0
24342,21434,-2306,15,-57,-7,22468,6214,5142,-26,25,7,0,0,0,0,0,0,0,0,0,0,0,0
24262,21432,-2326,17,-57,-1,22574,6260,5106,-55,23,13,0,0,0,0,0,0,0,0,0,0,0,0
24254,21362,-2258,23,-54,4,22630,6222,5036,-82,37,8,0,0,0,0,0,0,0,0,0,0,0,0
24322,21364,-2248,37,-54,10,22638,6048,4950,-88,44,-1,0,0,0,0,0,0,0,0,0,0,0,0
24284,21434,-2212,50,-49,14,22638,5964,5052,-77,34,2,0,0,0,0,0,0,0,0,0,0,0,0
24314,21468,-2186,52,-46,9,22652,5884,5024,-50,26,13,0,0,0,0,0,0,0,0,0,0,0,0
24304,21516,-2162,34,-50,2,22632,5874,4938,-24,33,15,0,0,0,0,0,0,0,0,0,0,0,0
24290,21498,-2170,4,-52,0,22520,5830,4964,-15,37,11,0,0,0,0,0,0,0,0,0,0,0,0
24278,21418,-2202,-6,-51,-2,22424,5938,5088,-8,28,5,0,0,0,0,0,0,0,0,0,0,0,0
24324,21300,-2312,-8,-60,-18,22556,6008,5070,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0
24372,21306,-2372,6,-55,-15,22676,6096,5028,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0
24288,21242,-2144,16,-54,-13,22744,6150,4994,10,20,6,0,0,0,0,0,0,0,0,0,0,0,0
24386,21260,-2280,16,-57,-18,22698,6196,4992,-4,33,5,0,0,0,0,0,0,0,0,0,0,0,0
24334,21360,-2320,27,-43,-3,22618,6138,5092,-14,38,10,0,0,0,0,0,0,0,0,0,0,0,0
24352,21398,-2320,23,-43,-3,22598,6114,5136,-22,34,10,0,0,0,0,0,0,0,0,0,0,0,0
24272,21412,-2334,7,-44,-14,22514,6036,5154,-24,26,5,0,0,0,0,0,0,0,0,0,0,0,0
24246,21366,-2226,21,-40,-8,22566,6094,5048,-23,20,3,0,0,0,0,0,0,0,0,0,0,0,0
24346,21312,-2228,28,-50,-17,22672,6064,4910,-28,19,0,0,0,0,0,0,0,0,0,0,0,0,0
24420,21342,-2350,45,-48,-21,22690,6046,4906,-25,29,-4,0,0,0,0,0,0,0,0,0,0,0,0
24390,21344,-2362,67,-31,-10,22602,6012,5026,-15,40,6,0,0,0,0,0,0,0,0,0,0,0,0
24360,21464,-2342,59,-23,-12,22492,6070,5040,-3,47,6,0,0,0,0,0,0,0,0,0,0,0,0
24316,21522,-2240,48,-22,-8,22370,6104,5102,10,36,4,0,0,0,0,0,0,0,0,0,0,0,0
24256,21638,-2168,25,-27,-9,22464,6196,5042,8,18,7,0,0,0,0,0,0,0,0,0,0,0,0
24294,21542,-2062,-7,-34,-19,22548,6216,5020,-4,8,9,0,0,0,0,0,0,0,0,0,0,0,0
24322,21450,-2236,-18,-31,-24,22654,6226,4890,-22,18,6,0,0,0,0,0,0,0,0,0,0,0,0
24370,21396,-2292,-16,-24,-23,22598,6164,4906,-38,30,5,0,0,0,0,0,0,0,0,0,0,0,0
24380,21334,-2260,19,-16,-11,22554,6088,4948,-44,37,8,0,0,0,0,0,0,0,0,0,0,0,0
24276,21420,-2156,44,-10,-5,22444,6098,4952,-42,34,6,0,0,0,0,0,0,0,0,0,0,0,0
24296,21474,-2142,45,-6,-3,22580,6016,5090,-35,30,3,0,0,0,0,0,0,0,0,0,0,0,0
24256,21590,-2124,42,0,-3,22610,5994,5030,-27,31,3,0,0,0,0,0,0,0,0,0,0,0,0
24264,21538,-2146,30,-1,-3,22592,6012,4928,-17,33,4,0,0,0,0,0,0,0,0,0,0,0,0
24282,21412,-2160,29,-2,-5,22568,6056,4928,-9,37,2,0,0,0,0,0,0,0,0,0,0,0,0
24422,21432,-2264,37,4,-3,22540,6114,4816,-5,44,1,0,0,0,0,0,0,0,0,0,0,0,0
24392,21476,-2158,45,15,2,22568,6120,4880,-10,49,1,0,0,0,0,0,0,0,0,0,0,0,0
24324,21506,-2138,52,32,6,22618,6060,4998,-11,52,8,0,0,0,0,0,0,0,0,0,0,0,0
24308,21390,-2116,68,44,14,22456,6112,5166,-2,46,4,0,0,0,0,0,0,0,0,0,0,0,0
24320,21378,-2340,79,49,8,22440,6268,5474,-6,30,-7,0,0,0,0,0,0,0,0,0,0,0,0
24546,21410,-2336,102,70,13,22440,6426,5352,-15,15,-1,0,0,0,0,0,0,0,0,0,0,0,0
24604,21586,-2404,118,92,20,22554,6380,5020,-44,1,8,0,0,0,0,0,0,0,0,0,0,0,0
24634,21714,-2484,92,131,16,22632,6260,4930,-90,1,7,0,0,0,0,0,0,0,0,0,0,0,0
24530,21768,-2496,46,182,24,22708,6154,4904,-121,18,-1,0,0,0,0,0,0,0,0,0,0,0,0
24386,21530,-2240,27,223,30,22756,6050,5030,-124,36,-8,0,0,0,0,0,0,0,0,0,0,0,0
24432,21322,-2272,18,246,22,22670,5954,5044,-100,50,-9,0,0,0,0,0,0,0,0,0,0,0,0
24538,21302,-2152,44,280,47,22498,5896,5126,-83,47,0,0,0,0,0,0,0,0,0,0,0,0,0
24576,21340,-1996,73,315,63,22434,5884,5036,-73,21,-5,0,0,0,0,0,0,0,0,0,0,0,0
24404,21396,-1784,77,363,53,22480,5858,4970,-58,11,-8,0,0,0,0,0,0,0,0,0,0,0,0
24242,21440,-1622,71,385,54,22566,5810,4936,-55,13,-5,0,0,0,0,0,0,0,0,0,0,0,0
24140,21446,-1506,57,396,66,22556,5740,4784,-47,19,-8,0,0,0,0,0,0,0,0,0,0,0,0
24182,21386,-1352,45,415,61,22530,5726,4930,-25,29,-10,0,0,0,0,0,0,0,0,0,0,0,0
24188,21396,-1156,37,428,57,22406,5858,5076,18,33,-12,0,0,0,0,0,0,0,0,0,0,0,0
24214,21300,-982,34,436,60,22322,6110,5284,32,15,-9,0,0,0,0,0,0,0,0,0,0,0,0
24126,21222,-780,15,455,65,22298,6186,5092,21,-11,-2,0,0,0,0,0,0,0,0,0,0,0,0
24034,21138,-726,18,470,66,22454,6154,4756,-14,-23,-3,0,0,0,0,0,0,0,0,0,0,0,0
23968,21002,-536,51,490,77,22642,5928,4786,-34,-19,-8,0,0,0,0,0,0,0,0,0,0,0,0
23908,20968,-348,71,496,73,22800,5882,4954,-27,0,-10,0,0,0,0,0,0,0,0,0,0,0,0
23932,21092,-140,92,505,72,22716,6056,5568,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
23932,21220,28,92,519,73,22594,6228,5506,41,18,8,0,0,0,0,0,0,0,0,0,0,0,0
23910,21270,10,71,529,66,22490,6222,4986,22,-1,3,0,0,0,0,0,0,0,0,0,0,0,0
23872,21146,118,79,554,79,22458,6068,4736,-66,-14,-7,0,0,0,0,0,0,0,0,0,0,0,0
23770,20992,410,102,567,83,22578,5768,4770,-120,-24,-23,0,0,0,0,0,0,0,0,0,0,0,0
23740,21004,476,119,581,85,22822,5756,5186,-71,-12,-34,0,0,0,0,0,0,0,0,0,0,0,0
23534,21136,766,113,596,91,22802,5988,5450,-6,15,-15,0,0,0,0,0,0,0,0,0,0,0,0
23584,21292,956,50,585,83,22680,6054,5156,32,29,3,0,0,0,0,0,0,0,0,0,0,0,0
23618,21266,1026,6,596,87,22534,6008,4828,17,27,2,0,0,0,0,0,0,0,0,0,0,0,0
23544,21046,1272,-3,615,90,22484,5806,4732,-35,9,-17,0,0,0,0,0,0,0,0,0,0,0,0
23420,20712,1306,9,632,84,22522,5780,5086,-40,-12,-37,0,0,0,0,0,0,0,0,0,0,0,0
23246,20540,1540,49,647,83,22648,5930,5520,6,-21,-36,0,0,0,0,0,0,0,0,0,0,0,0
23162,20822,1904,73,633,83,22746,6202,5360,76,-14,-19,0,0,0,0,0,0,0,0,0,0,0,0
23302,21040,2068,58,630,86,22684,6268,4862,91,11,6,0,0,0,0,0,0,0,0,0,0,0,0
23184,21000,2118,38,658,90,22612,6098,4762,19,-2,8,0,0,0,0,0,0,0,0,0,0,0,0
22972,20734,2318,43,689,92,22546,5920,4840,-33,-31,-23,0,0,0,0,0,0,0,0,0,0,0,0
22846,20472,2538,83,690,82,22686,6020,4978,-15,-43,-47,0,0,0,0,0,0,0,0,0,0,0,0
22780,20626,2826,103,683,80,22754,6240,5198,61,-37,-35,0,0,0,0,0,0,0,0,0,0,0,0
22744,20878,3092,88,672,80,22634,6250,5198,113,-39,7,0,0,0,0,0,0,0,0,0,0,0,0
22664,21078,3224,52,672,74,22518,6096,4996,115,-63,34,0,0,0,0,0,0,0,0,0,0,0,0
22544,20932,3406,28,687,75,22544,5758,4752,70,-87,13,0,0,0,0,0,0,0,0,0,0,0,0
22352,20544,3580,55,695,69,22838,5822,4926,71,-91,-39,0,0,0,0,0,0,0,0,0,0,0,0
22240,20436,3794,100,695,66,23076,6158,5008,143,-76,-41,0,0,0,0,0,0,0,0,0,0,0,0
22226,20680,4108,144,704,59,23120,6562,4944,197,-43,-18,0,0,0,0,0,0,0,0,0,0,0,0
22068,20964,4460,157,692,58,23032,6748,5026,161,-3,4,0,0,0,0,0,0,0,0,0,0,0,0
21920,21140,4610,121,679,74,22740,6862,5174,109,22,6,0,0,0,0,0,0,0,0,0,0,0,0
21748,20912,4794,88,672,96,22568,6898,5124,38,2,-5,0,0,0,0,0,0,0,0,0,0,0,0
21540,20652,4932,107,637,97,22636,6882,4944,-31,-30,-14,0,0,0,0,0,0,0,0,0,0,0,0
21544,20618,4914,124,599,85,22884,6702,5008,-74,-32,-12,0,0,0,0,0,0,0,0,0,0,0,0
21632,20762,5188,143,576,85,23048,6516,4888,-99,3,-2,0,0,0,0,0,0,0,0,0,0,0,0
21552,20802,5264,147,575,87,23002,6278,4906,-115,20,1,0,0,0,0,0,0,0,0,0,0,0,0
21532,20926,5368,128,570,82,22860,6166,5338,-93,27,3,0,0,0,0,0,0,0,0,0,0,0,0
21418,20858,5324,107,572,76,22758,6192,5260,-32,18,9,0,0,0,0,0,0,0,0,0,0,0,0
21226,20750,5556,101,577,71,22762,6302,5340,9,-9,14,0,0,0,0,0,0,0,0,0,0,0,0
21114,20746,5570,90,576,61,22816,6356,5014,24,-34,11,0,0,0,0,0,0,0,0,0,0,0,0
21236,20768,5676,96,576,65,22998,6384,4892,13,-37,-3,0,0,0,0,0,0,0,0,0,0,0,0
21282,20662,5752,119,599,72,23064,6418,5142,-7,-30,-7,0,0,0,0,0,0,0,0,0,0,0,0
21090,20818,5712,135,644,67,23078,6476,5174,-3,-26,8,0,0,0,0,0,0,0,0,0,0,0,0
20938,21002,6026,128,677,76,23016,6520,5072,8,-20,19,0,0,0,0,0,0,0,0,0,0,0,0
20698,21078,6158,103,695,79,22948,6466,4958,-6,-11,12,0,0,0,0,0,0,0,0,0,0,0,0
20584,21004,6260,50,709,71,22968,6518,5118,-29,-18,4,0,0,0,0,0,0,0,0,0,0,0,0
20532,20774,6310,29,733,77,23014,6564,5172,-35,-42,-2,0,0,0,0,0,0,0,0,0,0,0,0
20448,20608,6522,54,766,90,23146,6598,5298,-42,-57,-6,0,0,0,0,0,0,0,0,0,0,0,0
20240,20612,6584,69,798,88,23346,6550,5160,-60,-36,-1,0,0,0,0,0,0,0,0,0,0,0,0
20136,20820,6662,61,834,83,23300,6480,4918,-82,2,3,0,0,0,0,0,0,0,0,0,0,0,0
19964,20954,6842,40,876,85,23092,6388,5062,-108,8,8,0,0,0,0,0,0,0,0,0,0,0,0
19628,20670,7182,27,934,98,23146,6354,5174,-119,4,11,0,0,0,0,0,0,0,0,0,0,0,0
19370,20480,7496,27,953,95,23206,6410,5140,-119,23,3,0,0,0,0,0,0,0,0,0,0,0,0
19206,20514,7680,36,973,95,23178,6438,5102,-133,51,-4,0,0,0,0,0,0,0,0,0,0,0,0
19106,20676,7748,26,1003,94,23030,6344,5120,-144,54,-3,0,0,0,0,0,0,0,0,0,0,0,0
18766,20810,8000,17,1039,96,23010,6268,4968,-161,36,-2,0,0,0,0,0,0,0,0,0,0,0,0
18412,20784,8324,-12,1067,100,23122,6186,4854,-161,35,-4,0,0,0,0,0,0,0,0,0,0,0,0
18080,20594,8644,-54,1087,99,23116,6126,4820,-162,49,-4,0,0,0,0,0,0,0,0,0,0,0,0
17762,20524,8942,-61,1095,97,22996,5992,4874,-180,51,-9,0,0,0,0,0,0,0,0,0,0,0,0
17480,20410,9202,-92,1083,91,22810,5772,4828,-178,15,-6,0,0,0,0,0,0,0,0,0,0,0,0
17260,20342,9430,-94,1094,94,22840,5712,5032,-117,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0
16916,20328,9628,-83,1095,95,22888,5774,5228,-30,-11,-2,0,0,0,0,0,0,0,0,0,0,0,0
16422,20188,9978,-65,1083,105,22982,5828,5272,21,-18,1,0,0,0,0,0,0,0,0,0,0,0,0
16206,20088,10008,-27,1069,121,23264,6066,5158,48,-24,9,0,0,0,0,0,0,0,0,0,0,0,0
15986,19964,10142,39,1054,133,23396,6246,4816,57,-15,12,0,0,0,0,0,0,0,0,0,0,0,0
15876,19980,10374,98,1036,144,23298,6326,4774,3,-7,10,0,0,0,0,0,0,0,0,0,0,0,0
15706,20146,10596,158,1032,157,23238,6328,4806,-55,1,22,0,0,0,0,0,0,0,0,0,0,0,0
15476,20454,10582,199,1015,169,23160,6284,5262,-94,27,18,0,0,0,0,0,0,0,0,0,0,0,0
15180,20628,10812,196,1017,167,23204,6380,5328,-82,63,19,0,0,0,0,0,0,0,0,0,0,0,0
14916,20724,10996,152,1006,163,23044,6262,5036,-136,68,12,0,0,0,0,0,0,0,0,0,0,0,0
14560,20772,11160,103,996,161,22948,6030,4696,-211,33,10,0,0,0,0,0,0,0,0,0,0,0,0
14250,20656,11296,55,981,160,22988,5758,4892,-229,-2,7,0,0,0,0,0,0,0,0,0,0,0,0
13952,20422,11284,28,969,163,23228,5686,5244,-186,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0
13740,20198,11424,30,960,154,23450,5840,5326,-117,45,13,0,0,0,0,0,0,0,0,0,0,0,0
13668,20290,11582,16,924,132,23318,5832,4888,-117,92,29,0,0,0,0,0,0,0,0,0,0,0,0
13522,20472,11610,-11,914,144,22742,5664,4836,-157,82,12,0,0,0,0,0,0,0,0,0,0,0,0
13150,20210,11718,-21,919,161,22630,5634,5100,-141,31,2,0,0,0,0,0,0,0,0,0,0,0,0
12616,19874,11950,-8,900,160,22948,5664,5344,-106,13,2,0,0,0,0,0,0,0,0,0,0,0,0
12350,19804,12152,22,858,140,23326,5676,5118,-94,45,3,0,0,0,0,0,0,0,0,0,0,0,0
12290,20108,12104,19,824,127,23278,5716,4844,-92,75,5,0,0,0,0,0,0,0,0,0,0,0,0
12318,20146,11930,40,809,142,23002,5654,4838,-115,78,-1,0,0,0,0,0,0,0,0,0,0,0,0
12054,19998,11932,52,816,136,22784,5668,4810,-142,53,-9,0,0,0,0,0,0,0,0,0,0,0,0
11784,19850,12060,59,823,124,22776,5602,5212,-139,23,-9,0,0,0,0,0,0,0,0,0,0,0,0
11442,19966,12282,97,804,130,23146,5654,5296,-88,37,2,0,0,0,0,0,0,0,0,0,0,0,0
11284,20190,12262,71,774,124,23168,5598,4934,-83,58,5,0,0,0,0,0,0,0,0,0,0,0,0
11050,20250,12246,80,774,122,22994,5530,4946,-125,51,0,0,0,0,0,0,0,0,0,0,0,0,0
10882,20200,12172,79,768,121,22912,5540,5142,-136,30,0,0,0,0,0,0,0,0,0,0,0,0,0
10760,20168,12020,85,782,112,23080,5588,5212,-111,40,12,0,0,0,0,0,0,0,0,0,0,0,0
10472,20160,12504,97,787,115,22978,5516,4930,-116,60,11,0,0,0,0,0,0,0,0,0,0,0,0
10274,20162,12594,117,768,120,22882,5426,4924,-116,50,6,0,0,0,0,0,0,0,0,0,0,0,0
10050,20202,12502,126,762,134,22776,5418,5066,-104,31,6,0,0,0,0,0,0,0,0,0,0,0,0
9824,20288,12306,155,766,140,22868,5454,5134,-104,14,14,0,0,0,0,0,0,0,0,0,0,0,0
9314,20274,12608,224,772,141,23128,5362,5034,-89,29,17,0,0,0,0,0,0,0,0,0,0,0,0
9142,20460,12766,219,741,146,23108,5420,5034,-86,57,18,0,0,0,0,0,0,0,0,0,0,0,0
9036,20708,12752,213,730,140,22896,5398,5074,-109,62,12,0,0,0,0,0,0,0,0,0,0,0,0
8954,20782,12644,171,722,141,22878,5446,5172,-133,50,7,0,0,0,0,0,0,0,0,0,0,0,0
8548,20716,12738,147,714,142,22936,5338,5192,-149,55,6,0,0,0,0,0,0,0,0,0,0,0,0
8268,20486,12832,165,701,141,22994,5346,5008,-131,66,9,0,0,0,0,0,0,0,0,0,0,0,0
8074,20318,12890,176,672,135,22920,5204,4940,-121,75,8,0,0,0,0,0,0,0,0,0,0,0,0
8088,20446,12692,218,636,140,22766,5038,4998,-134,59,-2,0,0,0,0,0,0,0,0,0,0,0,0
7836,20596,12792,253,634,154,22774,4876,5062,-101,28,-15,0,0,0,0,0,0,0,0,0,0,0,0
7626,20538,12906,271,618,166,22834,4940,5078,-51,5,-20,0,0,0,0,0,0,0,0,0,0,0,0
7452,20644,12820,338,603,174,23022,5074,5074,-34,4,-19,0,0,0,0,0,0,0,0,0,0,0,0
7328,20636,12996,354,575,158,23076,5360,5044,-30,26,-10,0,0,0,0,0,0,0,0,0,0,0,0
6836,21070,13006,325,565,93,22914,5518,4972,-71,57,-5,0,0,0,0,0,0,0,0,0,0,0,0
6680,21418,13032,241,497,81,22738,5390,4902,-135,54,-21,0,0,0,0,0,0,0,0,0,0,0,0
7038,21388,12754,173,463,87,22572,5194,5004,-186,18,-36,0,0,0,0,0,0,0,0,0,0,0,0
6756,21444,12800,132,475,78,22808,5058,5104,-204,-13,-45,0,0,0,0,0,0,0,0,0,0,0,0
6434,21312,12896,119,457,88,23158,4936,5132,-159,4,-36,0,0,0,0,0,0,0,0,0,0,0,0
6252,21194,12890,88,430,66,23222,4964,5082,-134,71,-18,0,0,0,0,0,0,0,0,0,0,0,0
6260,21178,12714,91,400,49,22904,5006,4900,-125,106,-12,0,0,0,0,0,0,0,0,0,0,0,0
6362,21132,12430,100,387,50,22550,5060,5012,-135,78,-20,0,0,0,0,0,0,0,0,0,0,0,0
6236,21244,12442,110,389,49,22532,4976,5146,-176,31,-29,0,0,0,0,0,0,0,0,0,0,0,0
6012,21426,12352,94,395,46,22776,4762,5046,-191,-8,-32,0,0,0,0,0,0,0,0,0,0,0,0
5808,21624,12608,75,388,49,22994,4648,4860,-151,-9,-24,0,0,0,0,0,0,0,0,0,0,0,0
5648,21688,12826,63,374,41,23034,4644,5048,-105,14,-12,0,0,0,0,0,0,0,0,0,0,0,0
5620,21556,12712,30,358,38,22840,4772,5124,-99,34,-9,0,0,0,0,0,0,0,0,0,0,0,0
5506,21420,12598,20,343,46,22652,4674,5096,-110,21,-9,0,0,0,0,0,0,0,0,0,0,0,0
5464,21456,12516,1,330,41,22676,4664,5072,-104,-20,-7,0,0,0,0,0,0,0,0,0,0,0,0
5400,21636,12442,-21,321,35,22854,4596,5002,-82,-50,-5,0,0,0,0,0,0,0,0,0,0,0,0
5124,21720,12730,-40,303,33,23040,4608,5044,-73,-45,-9,0,0,0,0,0,0,0,0,0,0,0,0
4968,21710,12780,-94,285,25,23092,4528,5164,-81,-18,-12,0,0,0,0,0,0,0,0,0,0,0,0
4912,21274,12812,-125,251,28,23036,4622,5094,-54,14,-1,0,0,0,0,0,0,0,0,0,0,0,0
4978,20948,12726,-86,226,27,22912,4778,4924,-24,30,13,0,0,0,0,0,0,0,0,0,0,0,0
4914,20806,12764,-27,205,25,22790,4712,5056,-75,7,-4,0,0,0,0,0,0,0,0,0,0,0,0
4822,21068,12514,12,180,24,22882,4648,4930,-100,-22,-14,0,0,0,0,0,0,0,0,0,0,0,0
4808,21424,12446,41,173,36,22926,4642,5040,-105,-28,-18,0,0,0,0,0,0,0,0,0,0,0,0
4640,21440,12888,54,169,41,22984,4548,5106,-103,-25,-15,0,0,0,0,0,0,0,0,0,0,0,0
4442,21326,12944,-8,134,10,22966,4414,5024,-94,-19,-16,0,0,0,0,0,0,0,0,0,0,0,0
4438,21258,12704,-51,91,3,23058,4468,5018,-66,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0
4552,21014,12732,-33,45,-1,22962,4518,5084,-56,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0
4586,21082,12518,-25,25,-10,22900,4468,5050,-64,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0
4632,21260,12236,2,21,-2,22980,4390,5072,-38,-34,-3,0,0,0,0,0,0,0,0,0,0,0,0
4648,21240,12144,9,22,0,23138,4488,5138,-19,-34,4,0,0,0,0,0,0,0,0,0,0,0,0
4496,21320,12384,-2,32,-6,23242,4620,5040,-6,-15,18,0,0,0,0,0,0,0,0,0,0,0,0
4466,21290,12396,-4,20,1,23210,4718,5042,-30,8,11,0,0,0,0,0,0,0,0,0,0,0,0
4610,21230,12202,-5,13,1,23080,4634,4982,-85,20,-3,0,0,0,0,0,0,0,0,0,0,0,0
