ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
18732,32767,-2678,170,743,-175,23186,19870,-3656,-147,-6,39
18736,32767,-2538,204,762,-175,23192,19574,-3496,-210,21,17
18578,32767,-2366,219,799,-175,23086,19374,-3436,-181,40,18
18298,32767,-1986,234,810,-180,23036,19240,-3416,-128,32,29
18140,32767,-1724,253,800,-181,23050,19238,-3356,-79,12,32
18290,32767,-1814,231,784,-180,23042,19406,-3592,-23,17,23
18354,32767,-1696,197,794,-165,23012,19394,-3560,-30,32,3
18158,32767,-1500,183,792,-145,22952,19476,-3442,-33,37,-5
18002,32767,-1170,155,791,-155,22948,19620,-3456,-10,32,6
17870,32767,-1054,120,783,-163,22886,19732,-3234,16,19,21
17752,32767,-984,94,762,-148,22896,19824,-3402,29,-10,30
17832,32767,-852,102,736,-137,22936,19802,-3644,-40,-27,34
17904,32767,-916,116,749,-151,23114,19700,-3862,-98,-26,21
17822,32767,-1024,151,790,-156,23184,19556,-3624,-118,0,9
17438,32767,-666,218,791,-126,23166,19424,-3348,-105,20,9
17210,32767,-298,271,759,-103,23042,19426,-3238,-50,43,7
17116,32767,20,294,728,-126,22852,19456,-3368,-40,44,-4
17228,32767,-64,246,695,-153,22722,19442,-3326,-93,17,-5
17360,32767,-246,179,690,-160,22742,19228,-3382,-142,-23,-6
17296,32767,-234,148,698,-180,22916,19098,-3410,-143,-50,-20
17204,32767,-134,129,698,-203,23078,19074,-3370,-107,-62,-33
17166,32767,-130,112,683,-204,23120,19220,-3124,-24,-55,-19
17194,32767,-202,108,699,-214,23080,19520,-3018,88,-40,-3
17032,32767,-42,109,719,-228,23104,19926,-3122,157,-39,2
16850,32767,40,141,735,-233,23142,20150,-3184,105,-42,6
16928,32767,-174,179,767,-248,23188,20196,-3222,30,-49,28
16940,32767,-436,239,819,-256,23282,20058,-3336,-12,-60,40
16932,32767,-506,291,875,-270,23378,19848,-3496,-89,-45,25
16810,32767,-208,345,923,-290,23412,19580,-3558,-164,-3,-5
16248,32767,104,341,968,-316,23338,19498,-3352,-125,43,-16
15852,32767,224,279,1006,-319,23204,19586,-3294,-55,31,6
15652,32767,374,275,1028,-322,23274,19558,-3442,-63,13,20
15652,32767,380,276,1028,-340,23250,19352,-3476,-122,22,7
15584,32767,526,226,1036,-370,23142,19272,-3212,-151,49,-10
15280,32767,810,180,1046,-376,23048,19216,-3128,-69,65,-2
14834,32767,1154,159,1031,-369,22948,19310,-3306,41,47,12
14582,32767,1502,156,1003,-374,23012,19296,-3578,42,19,3
14610,32767,1598,182,973,-352,23076,19362,-3508,-23,13,-12
14518,32767,1516,157,966,-333,23016,19368,-3208,-54,20,7
14048,32767,1702,121,953,-340,22938,19304,-3022,-18,10,28
13740,32767,2144,123,908,-343,22950,19390,-3130,44,-4,18
13642,32767,2444,138,849,-334,23032,19410,-3258,13,-19,-13
13772,32767,2192,103,811,-324,23050,19294,-3220,-53,-26,-21
13774,32767,1962,81,814,-321,23118,19400,-3260,-50,-31,-8
13690,32767,1874,78,804,-334,23262,19464,-3260,49,-26,8
13550,32767,2006,91,797,-340,23260,19874,-3384,157,-3,10
13412,32767,2108,112,806,-330,23244,20068,-3438,54,5,4
13204,32767,2086,116,817,-317,23160,19842,-3422,-111,16,-4
12914,32767,2012,113,828,-312,23032,19564,-3408,-196,21,-5
12756,32767,1824,83,828,-332,22982,19394,-3406,-178,10,-2
12734,32767,1900,60,839,-360,23120,19374,-3410,-70,0,1
12502,32767,2024,80,853,-362,23222,19626,-3270,17,0,6
12438,32767,2056,97,869,-334,23160,19710,-3058,-4,-1,10
12264,32767,1968,94,902,-310,23214,19478,-3078,-107,-4,6
11820,32767,1926,79,939,-346,23244,19298,-3342,-150,1,1
11712,32767,1974,39,941,-402,23452,19554,-3408,-21,52,9
11732,32767,2066,13,974,-416,23456,19936,-3234,105,106,8
11560,32767,2182,23,1021,-382,23290,20168,-3280,16,112,-6
11268,32767,2318,42,1048,-357,23130,19916,-3312,-219,115,-12
10790,32767,2490,70,1078,-369,23010,19476,-3330,-338,122,2
10360,32767,2502,21,1068,-414,23062,19210,-3368,-232,122,11
10202,32767,2624,-29,1043,-440,23340,19458,-3580,-21,144,4
10146,32767,3114,37,1041,-394,23260,19736,-3358,-5,138,6
9848,32767,3120,18,1038,-373,23126,19366,-3134,-203,139,11
9592,32767,2824,-47,1033,-367,22822,18986,-2884,-273,159,4
9186,32767,3002,-45,1010,-394,22528,18856,-2932,-176,131,7
8842,32767,3466,-56,941,-427,22378,18814,-3074,-79,66,29
8692,32767,3894,-69,882,-401,22514,18910,-3134,-17,8,55
8478,32767,3980,-52,832,-317,22744,19090,-3164,19,-27,52
8356,32767,3760,-31,788,-257,22912,19342,-2850,5,-30,44
8254,32767,3486,52,734,-241,22822,19310,-2738,-28,-33,51
8044,32767,3736,45,697,-225,22938,19218,-2884,-29,-30,47
7826,32767,4136,12,643,-211,23200,19380,-3072,35,-11,28
7722,32767,4012,7,583,-194,23244,19742,-3122,38,-7,25
7912,32767,3570,-16,539,-186,23218,19788,-2952,-57,3,21
8090,32767,3200,-14,533,-184,23058,19702,-2866,-153,18,18
7986,32767,3316,37,543,-185,22888,19318,-2866,-198,5,21
7736,32767,3614,57,529,-189,23042,18908,-3080,-174,-14,13
7488,32767,4010,77,502,-183,23222,19034,-3190,-33,0,4
7476,32767,3356,80,448,-169,23102,19310,-2852,3,4,17
7646,32767,2916,98,449,-162,23024,19424,-2690,-49,1,19
7596,32767,2876,163,465,-167,23030,19374,-2708,-82,0,15
7366,32767,3016,178,464,-181,23134,19314,-2868,-31,8,9
7090,32767,3374,179,452,-180,23136,19338,-2906,5,-2,9
6948,32767,3610,180,437,-164,23148,19306,-3048,-52,-8,10
6798,32767,3564,136,388,-154,23162,19360,-3032,-113,6,10
7008,32767,2964,85,358,-165,23004,19300,-2944,-114,15,19
7102,32767,2612,81,367,-176,23054,19352,-2942,-4,10,21
6890,32767,2980,107,372,-154,22996,19412,-2874,-7,0,19
6440,32767,3424,83,367,-125,23034,19322,-2860,-104,0,11
6226,32767,3294,20,314,-118,23016,19100,-2734,-141,-4,10
6308,32767,2882,-5,268,-118,22990,18940,-2664,-104,-23,11
6444,32767,2900,15,259,-127,23126,18854,-2686,-69,-53,5
6442,32767,3148,58,253,-125,23334,18952,-2798,-35,-52,6
6390,32767,3116,61,244,-115,23448,19246,-2878,56,-23,16
6334,32767,3004,79,229,-110,23306,19564,-2898,55,0,25
6342,32767,3088,127,217,-99,23196,19534,-2914,-43,1,21
6208,32767,2896,134,205,-88,23090,19416,-2792,-98,4,7
6326,32767,2556,91,189,-86,23090,19228,-2850,-91,0,-2
6200,32767,2590,73,183,-97,23126,19198,-2806,-71,-22,-3
6054,32767,3146,81,173,-103,23204,19030,-2758,-66,-35,-7
5836,32767,3268,50,141,-93,23372,18956,-2806,-45,-36,-9
5846,32767,3094,47,109,-70,23416,19030,-2872,0,-23,5
6010,32767,2654,88,96,-68,23156,19308,-2796,10,-6,16
6212,32767,2330,113,95,-78,23142,19334,-2668,12,-23,18
6100,32767,2518,134,92,-63,23214,19326,-2736,1,-39,11
5850,32767,2888,143,100,-58,23536,19364,-3004,-10,-24,-1
5672,32767,2982,107,72,-50,23520,19492,-2938,-6,15,1
5810,32767,2536,67,38,-45,23248,19524,-2776,-37,33,7
5976,32767,2296,7,22,-52,23128,19274,-2634,-75,24,0
6048,32767,2388,-1,31,-56,23132,19116,-2838,-76,9,0
5912,32767,2614,10,43,-44,23286,19058,-2830,-31,10,7
5586,32767,2604,27,20,-46,23274,19128,-2740,2,11,5
5710,32767,2436,49,-6,-36,23226,19224,-2712,-3,5,10
5842,32767,2344,81,-4,-19,23204,19188,-2710,-26,3,11
5786,32767,2330,69,3,-20,23266,19162,-2764,-12,-5,5
5734,32767,2606,46,-3,-28,23238,19096,-2734,9,-11,1
5658,32767,2690,52,-17,-17,23276,19156,-2754,4,-17,-2
5728,32767,2570,32,-34,-16,23372,19220,-2764,3,-17,1
5844,32767,2354,19,-39,-23,23490,19416,-2980,26,-8,12
5876,32767,2218,60,-31,-24,23404,19530,-2910,0,3,15
5910,32767,2210,98,-13,-30,23282,19506,-2832,-43,16,12
5878,32767,2146,144,-16,-21,23158,19436,-2742,-77,20,4
5860,32767,2142,134,-6,-17,23118,19188,-2744,-95,9,-3
5692,32767,2394,114,-3,-23,23232,19030,-2686,-81,-10,-6
5590,32767,2400,80,-23,-20,23260,19030,-2870,-59,-12,-7
5630,32767,2044,36,-24,-27,23350,19158,-2864,-29,-3,8
5862,32767,1894,21,-9,-46,23372,19236,-2858,13,-7,26
5846,32767,1884,41,12,-46,23320,19400,-2826,28,-12,23
5722,32767,2166,59,42,-34,23332,19462,-2842,-16,-1,16
5552,32767,2208,79,46,-30,23350,19424,-2912,-59,14,9
5656,32767,2084,40,35,-41,23316,19402,-2894,-60,22,5
5636,32767,2028,36,25,-35,23296,19318,-2836,-66,16,13
5592,32767,2268,44,21,-28,23286,19138,-2724,-82,10,9
5500,32767,2376,27,12,-16,23282,19022,-2712,-78,3,2
5332,32767,2474,12,-10,-3,23338,18926,-2632,-51,-3,4
5370,32767,2488,-22,-38,-11,23420,19006,-2778,-6,-12,6
5558,32767,2276,-77,-78,-8,23386,19168,-2702,11,-8,8
5680,32767,2124,-54,-74,-7,23316,19288,-2638,16,-12,15
5776,32767,2104,11,-60,-13,23400,19326,-2780,9,-23,16
5736,32767,2218,75,-44,-8,23500,19416,-2866,-1,-20,10
5604,32767,2256,150,-39,4,23534,19406,-2910,-7,-6,7
5620,32767,2024,147,-38,-1,23496,19486,-2836,-31,12,6
5722,32767,2048,104,-38,-6,23370,19386,-2804,-63,20,7
5740,32767,2016,64,-40,-2,23320,19262,-2730,-74,23,2
5590,32767,2038,-12,-40,-15,23300,19250,-2714,-68,23,2
5568,32767,2026,0,-51,-11,23330,19122,-2644,-72,20,3
5612,32767,2118,4,-47,-11,23388,19082,-2700,-63,13,1
5516,32767,2116,8,-48,-7,23458,19104,-2696,-32,13,4
5528,32767,2136,0,-51,-10,23394,19114,-2760,-2,20,11
5572,32767,2054,0,-52,-12,23364,19202,-2824,16,24,15
5638,32767,2068,9,-51,-9,23318,19262,-2824,14,22,8
5626,32767,2136,9,-49,-10,23334,19318,-2772,-11,12,7
5510,32767,2168,57,-50,-2,23388,19300,-2804,-33,13,5
5572,32767,2254,54,-60,-2,23466,19260,-2826,-41,21,4
5584,32767,2084,23,-70,-6,23418,19254,-2900,-37,33,10
5646,32767,1974,13,-61,-7,23342,19250,-2770,-39,30,12
5642,32767,1930,21,-51,-6,23292,19258,-2706,-47,20,9
5628,32767,1920,30,-50,-3,23428,19174,-2738,-44,14,5
5574,32767,2062,21,-46,-8,23430,19274,-2782,-35,18,4
5504,32767,2008,8,-53,-9,23430,19186,-2706,-35,27,5
5566,32767,2062,-12,-59,-7,23346,19140,-2704,-19,33,10
5644,32767,2054,-16,-55,-10,23274,19170,-2726,-15,25,11
5582,32767,2174,8,-53,-10,23254,19206,-2752,-25,9,9
5586,32767,2124,26,-58,-4,23364,19256,-2818,-30,-1,4
5520,32767,2082,29,-57,-4,23494,19278,-2738,-25,2,6
5540,32767,2026,22,-58,-9,23484,19262,-2774,-25,18,8
5602,32767,2098,21,-55,-5,23494,19260,-2820,-33,30,12
5576,32767,2100,15,-56,-2,23264,19218,-2672,-34,34,12
5636,32767,1994,0,-59,-9,23264,19180,-2734,-35,27,9
5658,32767,1976,6,-54,-7,23296,19168,-2684,-36,15,8
5576,32767,2122,15,-48,-7,23460,19160,-2738,-27,5,8
5456,32767,2192,14,-49,-11,23496,19152,-2748,-21,12,8
5526,32767,2120,3,-55,-9,23430,19232,-2806,-18,26,9
5498,32767,2224,5,-60,-5,23332,19240,-2748,-23,28,11
5622,32767,2118,-5,-63,-7,23326,19234,-2734,-34,17,9
5598,32767,2126,2,-62,-7,23430,19204,-2780,-29,7,7
5584,32767,2178,24,-61,1,23584,19218,-2816,-8,12,9
5644,32767,2026,39,-63,-5,23568,19284,-2706,0,30,11
5660,32767,2016,45,-61,1,23428,19320,-2752,-6,43,11
5706,32767,1938,30,-55,-4,23236,19346,-2764,-21,36,11
5666,32767,2044,15,-49,-10,23248,19290,-2834,-42,27,7
5600,32767,2018,5,-51,-6,23316,19208,-2766,-59,21,4
5558,32767,2092,2,-48,-6,23438,19120,-2676,-54,17,2
5556,32767,2100,4,-54,-9,23416,19154,-2694,-35,16,4
5520,32767,2138,4,-55,-12,23450,19132,-2752,3,27,7
5568,32767,2176,11,-54,-6,23368,19200,-2758,11,26,10
5596,32767,2080,16,-57,-9,23364,19244,-2762,1,24,9
5572,32767,2208,26,-56,-6,23396,19336,-2792,-16,21,4
5562,32767,2078,32,-61,0,23376,19280,-2786,-24,19,3
5654,32767,2000,21,-57,-4,23422,19306,-2828,-26,19,3
5558,32767,2024,29,-58,-6,23432,19278,-2806,-25,27,6
5614,32767,1978,30,-57,-5,23404,19246,-2752,-30,31,9
5604,32767,1994,28,-54,-9,23378,19226,-2690,-50,22,5
5604,32767,1980,33,-49,-11,23426,19228,-2648,-51,15,1
5594,32767,2120,17,-50,-6,23446,19130,-2690,-47,17,-2
5528,32767,2128,-2,-59,-9,23412,19154,-2820,-31,21,2
5606,32767,2130,-22,-67,-10,23400,19176,-2872,-14,26,5
5654,32767,2136,-22,-63,-10,23324,19264,-2754,-6,26,6
5670,32767,2038,1,-59,-9,23350,19308,-2744,-12,19,7
5682,32767,2004,27,-49,-11,23326,19318,-2706,-16,17,6
5630,32767,2066,55,-46,-9,23412,19380,-2818,-35,19,6
5538,32767,2068,46,-49,-9,23442,19308,-2856,-58,25,6
5538,32767,2076,18,-52,-13,23360,19190,-2770,-70,29,4
5576,32767,2046,-2,-52,-12,23256,19126,-2658,-67,32,0
5588,32767,2098,-8,-50,-7,23200,19066,-2540,-56,19,5
5544,32767,2048,-29,-52,-10,23306,18970,-2524,-27,-5,2
5488,32767,2032,-41,-55,-14,23482,19092,-2806,-4,-12,3
5456,32767,2146,-5,-59,-10,23562,19156,-2860,5,1,14
5582,32767,2098,32,-62,-8,23468,19368,-2866,6,25,19
5758,32767,1994,13,-51,-20,23308,19500,-2730,-2,30,13
5686,32767,1946,17,-30,-10,23272,19508,-2614,-44,27,3
5578,32767,2016,-9,-26,-4,23350,19278,-2552,-95,17,-1
5480,32767,2050,-55,-34,-16,23488,19054,-2752,-108,12,-2
5464,32767,2168,-63,-53,-19,23552,18976,-2728,-80,25,0
5610,32767,2158,-56,-54,-20,23392,19016,-2638,-38,41,3
5600,32767,2262,-28,-44,-20,23248,19096,-2648,-12,37,7
5560,32767,2312,-3,-38,-12,23328,19194,-2686,-12,5,9
5426,32767,2266,7,-42,-11,23432,19208,-2724,-17,2,6
5470,32767,2290,15,-56,-8,23530,19228,-2714,-11,13,4
5542,32767,2218,13,-62,-3,23492,19232,-2790,-3,26,7
5552,32767,2166,23,-55,-7,23422,19208,-2752,-11,27,9
5590,32767,2212,60,-53,6,23456,19192,-2706,-19,25,8
5596,32767,2166,51,-55,3,23358,19216,-2650,-16,26,7
5572,32767,2122,37,-56,-8,23430,19230,-2676,-22,26,9
5572,32767,2116,30,-58,-5,23418,19226,-2668,-41,23,8
5618,32767,2102,15,-59,-4,23506,19166,-2752,-47,28,4
5602,32767,2116,0,-54,-3,23428,19234,-2678,-33,38,8
5588,32767,2094,-13,-51,-11,23368,19332,-2740,-29,44,11
5668,32767,2026,-19,-48,-10,23288,19286,-2774,-38,41,9
5656,32767,2030,-24,-37,-12,23306,19198,-2622,-45,31,6
5506,32767,2150,-17,-25,-14,23322,19028,-2634,-33,27,9
5474,32767,2218,-5,-37,-11,23380,19002,-2744,-6,22,11
5464,32767,2182,-18,-40,-12,23428,19046,-2760,20,16,8
5440,32767,2300,-29,-49,-16,23474,19144,-2732,33,17,15
5524,32767,2238,-26,-51,-8,23368,19202,-2776,32,17,16
5522,32767,2296,-21,-48,-10,23456,19338,-2802,28,18,10
5508,32767,2316,13,-58,-2,23448,19460,-2722,2,26,7
5522,32767,2290,35,-56,-1,23368,19402,-2758,-33,29,2
5462,32767,2258,70,-58,3,23430,19272,-2786,-49,25,1
5500,32767,2238,72,-61,4,23454,19170,-2848,-41,25,4
5520,32767,2144,57,-66,0,23474,19218,-2786,-20,34,5
5566,32767,2058,52,-62,-3,23324,19246,-2722,-11,43,8
5634,32767,2020,41,-54,-5,23296,19278,-2750,-21,35,9
5612,32767,2082,22,-48,-6,23316,19270,-2822,-32,18,7
5492,32767,2160,9,-50,-5,23442,19276,-2794,-31,11,6
5466,32767,2124,-2,-50,-9,23506,19268,-2782,-25,25,4
5514,32767,2134,-7,-53,-12,23410,19228,-2706,-28,38,4
5530,32767,2218,3,-57,-9,23308,19214,-2738,-35,35,4
5524,32767,2280,7,-57,-5,23296,19160,-2736,-30,23,4
5536,32767,2278,8,-55,-6,23368,19202,-2748,-22,14,6
5508,32767,2154,12,-58,-7,23408,19260,-2796,-18,18,9
5540,32767,2230,18,-65,-4,23398,19278,-2842,-17,24,11
5616,32767,1990,17,-55,-10,23380,19344,-2788,-26,27,11
5586,32767,2112,28,-47,-8,23308,19242,-2752,-45,27,7
5506,32767,2122,40,-52,-5,23352,19198,-2668,-52,24,4
5510,32767,2178,17,-52,-7,23390,19176,-2720,-45,23,2
5474,32767,2238,-3,-53,-10,23326,19130,-2732,-41,23,4
5508,32767,2206,-12,-62,-6,23330,19052,-2824,-31,19,13
5482,32767,2230,-15,-62,-10,23382,19178,-2778,-9,10,11
5512,32767,2174,-3,-60,-10,23370,19292,-2836,9,9,13
5488,32767,2212,26,-60,-3,23440,19366,-2830,-6,13,12
5504,32767,2090,40,-57,-5,23472,19370,-2828,-33,23,7
5538,32767,2130,38,-57,-5,23382,19322,-2726,-56,28,7
5606,32767,2144,29,-55,-3,23356,19186,-2696,-65,30,6
5518,32767,2174,17,-56,-4,23356,19084,-2766,-52,23,8
5496,32767,2196,0,-61,-4,23380,19090,-2706,-37,15,10
5536,32767,2198,-9,-67,-7,23426,19134,-2764,-11,16,13
5602,32767,2210,-11,-65,-6,23444,19262,-2758,-1,22,13
5554,32767,2142,-1,-56,-6,23446,19346,-2744,-10,23,10
5544,32767,2128,18,-57,-5,23414,19360,-2768,-32,25,13
5596,32767,2172,22,-55,-6,23400,19224,-2808,-37,23,11
5636,32767,2148,24,-51,-9,23376,19226,-2832,-34,21,8
5526,32767,2176,20,-49,-6,23378,19204,-2694,-38,16,8
5540,32767,2154,20,-55,-4,23398,19150,-2672,-44,12,9
5518,32767,2178,3,-58,-3,23464,19192,-2728,-30,15,9
5480,32767,2168,-12,-62,-10,23478,19240,-2772,-19,13,10
5542,32767,2140,-12,-61,-10,23516,19254,-2788,-18,18,13
5588,32767,2094,11,-54,-11,23488,19292,-2808,-14,34,15
5620,32767,2098,13,-46,-15,23372,19238,-2702,-14,40,13
5600,32767,2188,27,-43,-8,23288,19188,-2636,-31,28,11
5556,32767,2190,28,-47,-8,23322,19142,-2662,-35,9,7
5450,32767,2348,16,-43,-5,23482,19104,-2776,-21,3,6
5440,32767,2300,-10,-57,-4,23530,19158,-2790,-5,19,10
5514,32767,2250,-22,-63,-6,23414,19300,-2704,-3,37,12
5594,32767,2178,-18,-65,-10,23330,19336,-2712,-19,35,15
5592,32767,2152,24,-62,-1,23272,19298,-2672,-41,24,6
5552,32767,2182,52,-50,-1,23432,19270,-2744,-47,10,5
5504,32767,2202,62,-50,-6,23508,19266,-2840,-45,13,9
5488,32767,2184,36,-55,-1,23524,19202,-2856,-32,26,11
5522,32767,2102,1,-52,-7,23486,19202,-2662,-21,33,10
5566,32767,2094,-3,-48,-8,23310,19150,-2662,-19,36,7
5494,32767,2146,6,-50,-1,23342,19164,-2690,-18,23,2
5498,32767,2200,6,-54,-6,23448,19188,-2804,-10,14,4
5454,32767,2280,-2,-58,-11,23510,19262,-2890,-11,15,9
5504,32767,2182,6,-66,-4,23500,19274,-2848,-19,26,9
5614,32767,2132,1,-56,-12,23434,19316,-2762,-22,31,7
5592,32767,2162,26,-47,-9,23404,19356,-2748,-26,28,5
5498,32767,2132,49,-46,-6,23422,19262,-2730,-37,26,4
5510,32767,2272,62,-49,-6,23428,19146,-2688,-34,24,1
5520,32767,2264,47,-58,-5,23388,19102,-2760,-22,28,8
5498,32767,2240,18,-61,-7,23334,19140,-2778,-14,28,12
5502,32767,2190,0,-60,-5,23356,19242,-2810,-4,20,12
5576,32767,2110,-28,-58,-15,23338,19382,-2708,-8,12,9
5578,32767,2130,9,-51,-8,23438,19364,-2842,-27,13,9
5554,32767,2210,43,-48,-1,23434,19334,-2832,-45,23,8
5508,32767,2154,26,-49,-6,23400,19238,-2752,-45,28,8
5472,32767,2184,18,-55,-8,23340,19160,-2748,-39,29,5
5492,32767,2156,9,-60,-8,23412,19118,-2752,-38,22,8
5476,32767,2242,-2,-57,-7,23410,19146,-2776,-27,18,10
5508,32767,2216,-3,-64,-10,23404,19288,-2776,-13,24,12
5568,32767,2098,-3,-58,-9,23390,19298,-2712,-9,23,10
5598,32767,2140,19,-54,-5,23448,19358,-2798,-18,19,11
5532,32767,2290,26,-52,-2,23440,19294,-2746,-35,18,10
5464,32767,2190,35,-61,-2,23462,19254,-2772,-42,16,8
5508,32767,2148,29,-66,-4,23490,19182,-2798,-38,19,10
5560,32767,2202,14,-60,-7,23396,19230,-2802,-22,25,11
5556,32767,2206,16,-59,-2,23414,19260,-2758,-23,22,12
5578,32767,2140,2,-59,-4,23390,19278,-2740,-35,19,11
5612,32767,2124,-6,-64,-6,23436,19318,-2762,-53,16,7
5614,32767,2070,9,-50,-7,23446,19208,-2708,-61,19,5
5558,32767,2148,14,-46,-9,23396,19206,-2770,-54,22,7
5508,32767,2212,10,-47,-9,23442,19160,-2672,-44,20,6
5486,32767,2198,-3,-54,-11,23380,19124,-2790,-39,20,7
5538,32767,2248,-8,-60,-7,23420,19052,-2660,-23,22,8
5544,32767,2152,-17,-53,-12,23414,19230,-2624,-12,17,9
5534,32767,2270,-15,-55,-15,23468,19256,-2702,-17,14,9
5516,32767,2222,-2,-54,-8,23444,19256,-2710,-25,17,7
5522,32767,2222,16,-52,-8,23440,19226,-2730,-32,18,8
5528,32767,2266,17,-55,-9,23444,19196,-2674,-39,18,7
5492,32767,2336,11,-59,-8,23416,19238,-2662,-37,21,6
5514,32767,2250,2,-60,-4,23424,19228,-2770,-28,19,8
5494,32767,2170,8,-57,-5,23458,19260,-2716,-30,18,9
5494,32767,2170,8,-63,-10,23450,19242,-2726,-40,22,7
5602,32767,2150,14,-60,-8,23406,19168,-2712,-40,27,8
5604,32767,2196,20,-44,-9,23376,19180,-2674,-36,27,7
5474,32767,2318,22,-53,-4,23310,19160,-2690,-27,20,10
5498,32767,2292,-7,-59,-13,23436,19236,-2746,-24,13,9
5496,32767,2286,-10,-59,-7,23532,19250,-2726,-24,19,11
5538,32767,2198,-14,-61,-7,23446,19218,-2666,-26,28,9
5542,32767,2208,1,-58,-9,23404,19218,-2684,-35,32,6
5512,32767,2182,23,-52,-5,23354,19218,-2628,-37,27,7
5532,32767,2238,33,-46,-5,23456,19176,-2756,-39,16,4
5508,32767,2224,22,-47,-10,23514,19156,-2684,-39,16,5
5488,32767,2312,14,-58,-5,23492,19170,-2734,-35,28,8
5572,32767,2274,-12,-59,-10,23442,19196,-2712,-32,32,6
5524,32767,2260,-20,-60,-12,23394,19254,-2658,-28,27,7
5646,32767,2262,8,-53,-7,23418,19228,-2696,-41,22,5
5548,32767,2224,29,-49,-6,23448,19212,-2744,-45,21,6
5518,32767,2232,27,-50,-8,23464,19136,-2734,-34,25,8
5556,32767,2190,20,-48,-9,23378,19126,-2714,-27,26,9
5544,32767,2272,1,-48,-10,23414,19186,-2690,-22,25,5
5482,32767,2364,-4,-53,-9,23396,19218,-2678,-28,19,9
5480,32767,2220,0,-52,-6,23448,19272,-2690,-30,14,6
5426,32767,2254,-5,-60,-11,23462,19266,-2740,-25,20,3
5496,32767,2198,10,-59,-5,23444,19180,-2710,-29,23,6
5558,32767,2332,29,-54,-4,23480,19122,-2778,-25,23,3
5502,32767,2286,24,-54,-5,23444,19196,-2732,-20,23,7
5486,32767,2280,21,-53,-7,23396,19216,-2724,-16,21,9
5524,32767,2296,17,-57,-7,23416,19294,-2650,-19,19,6
5596,32767,2162,7,-56,-12,23402,19288,-2642,-28,16,4
5558,32767,2214,23,-52,-5,23452,19246,-2650,-38,20,7
5534,32767,2252,14,-52,-5,23456,19164,-2636,-43,26,6
5484,32767,2252,7,-53,-15,23470,19098,-2706,-21,33,2
5438,32767,2266,10,-57,-10,23434,19100,-2666,-6,37,1
5470,32767,2310,-2,-54,-7,23438,19096,-2632,-1,31,3
5450,32767,2338,11,-61,-11,23444,19148,-2682,-3,19,1
5488,32767,2344,17,-63,-5,23468,19206,-2800,-2,24,2
5444,32767,2322,17,-63,-4,23464,19302,-2704,2,34,6
5594,32767,2228,25,-66,-5,23360,19274,-2814,-2,29,8
5610,32767,2212,38,-60,-4,23382,19228,-2786,-10,23,5
5546,32767,2220,60,-50,-4,23464,19274,-2718,-27,21,9
5496,32767,2286,69,-47,2,23486,19254,-2702,-42,22,7
5504,32767,2206,47,-53,-4,23516,19266,-2668,-51,27,2
5484,32767,2184,15,-55,-6,23452,19232,-2726,-52,33,8
5524,32767,2232,-8,-56,-8,23420,19162,-2692,-55,32,6
5524,32767,2176,-17,-58,-10,23354,19112,-2678,-46,30,1
5566,32767,2226,-12,-51,-9,23386,19110,-2708,-29,24,1
5534,32767,2276,11,-48,-5,23342,19178,-2740,-9,13,4
5486,32767,2258,5,-51,-10,23526,19190,-2792,5,12,4
5440,32767,2302,7,-55,-11,23472,19272,-2750,2,23,5
5516,32767,2230,7,-58,-10,23458,19358,-2742,-7,29,5
5540,32767,2212,24,-57,-10,23358,19262,-2644,-30,29,3
5546,32767,2228,31,-57,-11,23340,19220,-2716,-49,30,-4
5484,32767,2252,23,-56,-6,23404,19172,-2694,-56,26,-6
5478,32767,2306,14,-64,-6,23408,19096,-2718,-44,21,-2
5468,32767,2184,-1,-69,-8,23404,19082,-2688,-21,21,1
5536,32767,2210,6,-60,-11,23426,19112,-2768,7,20,6
5504,32767,2284,35,-64,-3,23368,19156,-2696,17,20,4
5546,32767,2324,65,-63,0,23360,19234,-2782,17,20,7
5462,32767,2378,75,-69,0,23400,19362,-2792,9,18,7
5524,32767,2234,62,-70,6,23422,19426,-2816,-7,11,5
5492,32767,2112,40,-68,-1,23546,19434,-2810,-28,13,5
5526,32767,2142,29,-69,-3,23538,19410,-2784,-50,32,3
5552,32767,2182,45,-59,-5,23472,19338,-2782,-73,44,6
5564,32767,2068,49,-63,-5,23286,19132,-2736,-74,45,1
5710,32767,2020,32,-54,-8,23318,19048,-2722,-48,41,1
5600,32767,2154,13,-44,-10,23362,19104,-2760,-16,38,5
5510,32767,2234,-27,-51,-13,23448,19168,-2704,20,37,7
5480,32767,2154,-52,-53,-17,23436,19232,-2754,43,47,6
5502,32767,2180,-46,-51,-19,23384,19340,-2738,10,60,1
5450,32767,2328,-11,-50,-15,23214,19260,-2598,-49,55,3
5432,32767,2378,12,-57,-12,23212,19068,-2668,-68,29,-6
5376,32767,2542,24,-72,-6,23300,19064,-2740,-57,10,-17
5232,32767,2772,77,-97,22,23424,19118,-2740,2,28,-7
5284,32767,2620,59,-135,36,23366,19250,-2810,36,50,-3
5558,32767,2294,-55,-138,16,23296,19370,-2850,62,55,5
5628,32767,2148,-61,-135,16,23300,19436,-2860,55,44,11
5616,32767,2028,-10,-120,8,23336,19428,-2820,13,36,5
5636,32767,1948,54,-95,2,23464,19364,-2854,-6,41,-3
