ax,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
5648,32767,-766,21,-49,-7,24430,20332,-4624,-34,26,6
5606,32767,-664,-5,-48,-13,24414,20218,-4578,-36,25,0
5608,32767,-630,-3,-57,-5,24510,20134,-4680,-30,15,3
5642,32767,-634,17,-62,-4,24466,20142,-4856,-4,20,3
5676,32767,-590,38,-61,-2,24368,20232,-4806,20,34,11
5714,32767,-704,49,-53,-1,24276,20390,-4658,25,29,17
5750,32767,-700,41,-49,-2,24400,20546,-4654,9,10,15
5728,32767,-736,40,-52,0,24580,20502,-4624,-21,9,7
5604,32767,-682,35,-50,1,24634,20308,-4762,-47,27,1
5588,32767,-800,31,-58,-3,24440,20170,-4826,-55,48,4
5688,32767,-708,39,-61,-3,24274,20250,-4664,-29,46,9
5748,32767,-712,41,-55,-4,24282,20362,-4566,-14,29,8
5750,32767,-812,16,-52,-6,24346,20348,-4626,-15,18,1
5704,32767,-682,9,-55,-9,24396,20266,-4716,-21,26,-3
5634,32767,-738,15,-59,-4,24448,20160,-4826,-20,34,-1
5652,32767,-814,23,-56,-8,24394,20180,-4754,-12,26,6
5650,32767,-756,48,-59,-4,24380,20194,-4658,2,17,16
5650,32767,-732,54,-54,-1,24490,20362,-4738,13,9,12
5660,32767,-720,30,-55,-5,24494,20424,-4874,8,18,9
5696,32767,-744,44,-67,5,24462,20406,-4866,-19,38,11
5818,32767,-746,43,-56,1,24288,20400,-4768,-49,42,14
5716,32767,-842,39,-52,-2,24282,20304,-4724,-63,30,8
5708,32767,-880,45,-51,1,24396,20294,-4760,-50,5,6
5692,32767,-944,41,-56,-3,24618,20266,-4804,-33,1,9
5622,32767,-862,20,-55,-6,24574,20218,-4810,-30,27,6
5628,32767,-804,6,-54,-8,24400,20292,-4714,-17,49,10
5692,32767,-824,1,-60,-2,24290,20356,-4732,-9,31,11
5736,32767,-832,6,-58,-7,24382,20368,-4706,-13,6,10
5726,32767,-910,9,-54,-12,24480,20320,-4692,-29,5,7
5672,32767,-838,9,-50,-9,24538,20320,-4768,-40,19,10
5638,32767,-838,19,-58,-7,24468,20310,-4808,-37,34,8
5658,32767,-822,16,-63,-8,24302,20312,-4794,-27,29,6
5718,32767,-740,-3,-61,-7,24356,20324,-4784,-37,20,4
5726,32767,-908,7,-59,-9,24494,20306,-4732,-38,14,12
5708,32767,-834,29,-56,-8,24480,20352,-4654,-15,26,6
5700,32767,-866,18,-58,-13,24342,20410,-4610,-9,34,7
5762,32767,-874,9,-49,-12,24352,20360,-4676,-37,27,4
5600,32767,-760,9,-53,-10,24342,20186,-4776,-64,36,1
5638,32767,-852,-6,-56,-14,24296,20110,-4814,-45,41,5
5680,32767,-812,12,-53,-5,24358,20168,-4826,-9,15,12
5688,32767,-908,8,-57,-7,24532,20318,-4784,19,-6,17
5636,32767,-834,0,-45,-6,24598,20426,-4720,11,14,13
5520,32767,-664,16,-45,-2,24526,20554,-4658,-20,40,2
5680,32767,-698,34,-68,1,24420,20368,-4656,-41,44,-1
5786,32767,-886,44,-63,-1,24386,20150,-4718,-54,32,-1
5794,32767,-914,31,-52,-2,24428,20120,-4822,-42,26,5
5650,32767,-872,27,-49,-5,24438,20218,-4728,4,21,4
5718,32767,-860,33,-54,-5,24486,20420,-4728,31,13,2
5764,32767,-790,20,-52,-6,24536,20340,-4842,5,20,3
5672,32767,-766,30,-43,0,24450,20314,-4822,-25,44,8
5644,32767,-810,36,-49,-1,24154,20370,-4752,-17,51,4
5786,32767,-980,26,-60,-8,24218,20432,-4656,-21,25,6
5808,32767,-936,49,-52,-4,24396,20408,-4820,-33,3,5
5594,32767,-888,50,-42,-4,24614,20250,-4948,-53,15,5
5530,32767,-884,7,-47,-14,24538,20232,-4786,-51,38,12
5606,32767,-858,4,-57,-10,24348,20262,-4636,-31,44,13
5734,32767,-954,27,-58,-7,24354,20262,-4548,-14,19,6
5700,32767,-870,28,-49,-6,24558,20212,-4846,2,1,4
5656,32767,-782,20,-54,-6,24536,20330,-4990,7,34,5
5644,32767,-740,16,-57,-2,24350,20414,-4732,10,41,7
5818,32767,-932,4,-60,-5,24230,20476,-4638,5,12,-1
5774,32767,-994,13,-46,-4,24422,20308,-4698,-5,-6,-8
5564,32767,-802,47,-49,-1,24530,20260,-4992,-20,15,-11
5638,32767,-760,40,-56,-8,24432,20326,-5014,-24,46,-3
5760,32767,-770,56,-61,-7,24208,20372,-4832,-12,44,1
5740,32767,-856,74,-48,5,24282,20406,-4618,2,6,7
5568,32767,-912,66,-45,7,24596,20298,-4816,-4,-8,6
5580,32767,-996,81,-55,4,24654,20300,-4966,-21,29,-1
5682,32767,-1008,87,-70,5,24298,20356,-4912,-33,74,-1
5854,32767,-1052,72,-65,-2,24106,20380,-4846,-31,65,7
5884,32767,-1012,51,-50,-1,24122,20492,-4808,-39,16,7
5674,32767,-924,18,-50,4,24398,20344,-4666,-44,-9,-1
5592,32767,-1090,20,-62,4,24578,20314,-4786,-30,2,-6
5644,32767,-1118,55,-66,1,24528,20142,-4892,-28,27,4
5712,32767,-1054,66,-70,4,24394,20118,-4914,27,35,6
5834,32767,-1034,58,-55,2,24304,20416,-4874,59,25,12
5764,32767,-972,39,-42,5,24244,20582,-4736,60,21,13
5814,32767,-1044,36,-47,-2,24382,20602,-4796,49,13,7
5812,32767,-1122,29,-50,-3,24476,20486,-5066,15,17,-5
5758,32767,-1200,43,-45,-5,24480,20458,-5162,-25,55,-8
5638,32767,-1186,48,-38,-5,24258,20360,-4936,-25,78,-4
5740,32767,-1156,40,-39,-9,24020,20332,-4798,-35,70,-3
5720,32767,-1156,4,-43,-18,24014,20360,-4612,-76,28,11
5608,32767,-1146,-2,-52,-9,24364,20196,-4618,-38,-22,-5
5624,32767,-1110,-14,-56,-16,24832,20128,-4980,21,-28,-18
5434,32767,-902,-2,-49,-7,24994,20170,-5206,34,33,-11
5438,32767,-776,30,-55,2,24570,20136,-5002,43,85,3
5678,32767,-830,46,-65,-14,24094,20412,-4904,56,84,8
5960,32767,-1002,59,-81,8,23964,20722,-4854,53,33,8
6032,32767,-1236,91,-71,10,24204,20794,-4786,33,-15,3
5924,32767,-1136,103,-53,1,24624,20594,-5014,-4,-6,-14
5694,32767,-1110,88,-48,8,24752,20320,-5162,-30,89,-23
5566,32767,-1108,93,-58,5,24256,20348,-5192,-10,151,-12
5822,32767,-1182,102,-68,8,23862,20506,-5004,7,120,-2
5860,32767,-1374,77,-61,9,23870,20466,-4700,9,26,-13
5764,32767,-1384,86,-60,9,24302,20128,-4670,14,-30,-29
5696,32767,-1098,119,-56,27,24690,19978,-5136,47,-11,-21
5682,32767,-1028,117,-64,34,24640,20030,-5470,95,70,-4
5840,32767,-1304,59,-62,17,24114,20304,-5276,151,118,3
5956,32767,-1280,50,-44,15,23884,20860,-5316,196,76,7
5818,32767,-1386,95,-46,27,24222,21320,-5526,173,39,-1
5722,32767,-1556,129,-52,16,24570,21386,-5548,77,46,-14
5598,32767,-1398,157,-70,14,24660,21168,-5452,-53,100,-28
5780,32767,-1526,125,-76,14,24472,20582,-5316,-145,171,-44
5758,32767,-1464,90,-69,-4,24134,20328,-5284,-139,230,-41
5752,32767,-1376,43,-93,-12,23844,20304,-5244,-88,233,-21
5696,32767,-1368,-13,-120,-14,23714,20328,-5112,-51,178,-18
5728,32767,-1364,-46,-145,-18,23996,20166,-5014,0,105,-32
5562,32767,-1156,-19,-148,-13,24214,20140,-4986,37,101,-41
5392,32767,-926,31,-171,5,24166,20172,-4916,42,117,-29
5448,32767,-940,95,-227,14,23876,20182,-4834,9,125,-13
5680,32767,-976,117,-261,18,23736,19920,-4826,22,76,-12
5842,32767,-1066,165,-263,26,23864,19932,-5164,168,28,-18
5818,32767,-1020,236,-250,46,24012,20242,-5418,320,16,-14
5740,32767,-918,279,-258,75,24110,20540,-5526,314,17,-16
5784,32767,-1180,254,-290,66,24014,20526,-5430,231,1,-17
5668,32767,-802,57,-307,10,24026,20512,-5642,220,-3,-16
5658,32767,-842,37,-345,39,23938,20646,-5812,239,11,-20
5854,32767,-1510,173,-379,90,23886,20950,-5894,248,21,-23
6088,32767,-1616,246,-398,106,23690,21016,-5798,223,10,-18
5994,32767,-1568,334,-393,147,23762,20924,-5892,166,-12,-21
5780,32767,-1572,395,-406,176,23924,20838,-5932,115,-23,-32
5728,32767,-1554,388,-438,172,23928,20686,-5758,103,-9,-34
5902,32767,-1942,386,-476,194,23714,20632,-5824,149,8,-29
5998,32767,-1898,353,-507,215,23534,20670,-5698,184,-13,-32
6034,32767,-1764,299,-538,207,23452,20230,-5744,191,-55,-32
5978,32767,-1698,282,-561,209,23662,19912,-5948,281,-108,-33
5888,32767,-1556,273,-612,211,24074,19950,-6346,398,-142,-31
6074,32767,-1528,298,-663,203,24238,20160,-6582,503,-139,-21
6360,32767,-1762,413,-670,228,24220,20448,-6582,590,-124,-7
6574,32767,-1896,490,-688,223,24170,20814,-6618,673,-119,14
6794,32767,-2254,628,-722,239,24096,21228,-6778,687,-124,21
6792,32767,-2310,754,-737,262,24276,21532,-7044,616,-138,-9
6726,32767,-2328,821,-766,279,24336,21552,-7132,533,-121,-35
6740,32767,-2596,855,-811,290,24306,21426,-7356,468,-84,-40
7006,32767,-3066,854,-880,300,24150,21402,-7632,426,-53,-44
7254,32767,-3396,849,-920,298,23930,21394,-7822,384,-38,-51
7234,32767,-3566,830,-938,298,23718,21534,-7716,358,-50,-50
7120,32767,-3838,781,-956,303,23636,21484,-7584,327,-85,-52
7002,32767,-4186,724,-995,301,23634,21102,-7612,326,-106,-47
6986,32767,-4226,667,-1045,280,23890,20818,-8130,417,-115,-43
7010,32767,-4470,642,-1084,266,24090,20844,-8664,482,-100,-32
7332,32767,-4826,561,-1118,243,24126,21016,-8952,525,-62,-4
7780,32767,-5464,471,-1075,216,23980,21320,-8930,533,-40,26
7632,32767,-5524,431,-1050,204,23954,21638,-8960,522,-38,31
7452,32767,-5358,440,-1076,193,23968,21888,-9022,473,-34,11
7278,32767,-5334,461,-1090,199,24150,22012,-9220,395,-27,-22
7152,32767,-5392,484,-1141,217,24414,21940,-9784,323,4,-46
7162,32767,-5550,531,-1199,227,24582,21972,-10246,205,105,-78
7300,32767,-5738,525,-1252,219,24214,22216,-9676,118,196,-88
7316,32767,-6008,504,-1321,225,23472,21668,-8838,83,247,-43
7178,32767,-6184,459,-1374,233,22890,21018,-8470,162,208,-2
6582,32767,-6400,346,-1457,251,22996,20872,-8798,272,100,-23
6530,32767,-6378,269,-1555,238,23592,21102,-9486,281,32,-70
7034,32767,-6172,217,-1594,164,24146,21236,-9730,228,39,-110
7544,32767,-6432,64,-1566,114,24504,21584,-9756,214,70,-120
7764,32767,-6850,-48,-1534,125,24566,22318,-10042,137,173,-90
7692,32767,-6858,-37,-1527,125,24202,22440,-9664,3,273,-68
7624,32767,-6684,-14,-1534,101,23592,22098,-9220,-51,329,-42
7550,32767,-6338,8,-1541,118,22974,21656,-8944,-46,300,-28
7218,32767,-6294,63,-1558,201,22660,21212,-9016,-70,208,-48
7026,32767,-6324,95,-1565,229,22840,20872,-9298,-78,109,-87
7222,32767,-6294,165,-1575,198,23282,20864,-9560,-21,37,-111
7508,32767,-6338,237,-1574,187,23656,20998,-9672,82,12,-100
7786,32767,-6522,211,-1552,203,23834,21302,-9242,241,41,-49
7868,32767,-6630,72,-1535,207,23642,21606,-9060,294,78,-6
7686,32767,-6494,-56,-1532,220,23372,21870,-9244,265,99,12
7624,32767,-6618,-128,-1523,227,23252,21900,-9694,148,80,-7
7904,32767,-6688,-94,-1476,192,23392,21788,-10078,55,31,-42
8104,32767,-6710,-42,-1453,178,23562,21834,-10218,50,0,-65
8232,32767,-6688,-43,-1435,200,23730,21842,-10148,80,16,-56
8094,32767,-6900,-86,-1396,231,23746,21856,-9874,66,61,-41
7902,32767,-6940,-94,-1342,245,23450,21750,-9898,-24,112,-30
7730,32767,-6930,-48,-1303,233,23302,21610,-10144,-54,118,-27
7688,32767,-7002,-2,-1279,210,23162,21390,-10114,-48,100,-40
7718,32767,-7016,32,-1262,211,23206,21376,-10032,3,74,-57
7856,32767,-6874,61,-1241,235,23344,21540,-9986,66,62,-54
7858,32767,-6826,37,-1199,224,23422,21652,-10004,81,53,-33
7882,32767,-6958,-18,-1155,184,23552,21586,-9980,21,47,-22
7876,32767,-6930,-51,-1128,155,23600,21584,-10118,-3,80,-30
7984,32767,-6928,-50,-1113,150,23410,21666,-10190,18,133,-38
8170,32767,-6996,-56,-1088,149,23038,21730,-10224,-1,135,-29
8132,32767,-6778,-53,-1053,152,22972,21552,-10150,-32,76,-17
7916,32767,-6392,-36,-1035,157,23076,21460,-9940,-29,33,-20
7738,32767,-6150,-32,-1031,172,23186,21398,-9984,-18,17,-27
7826,32767,-6252,-39,-1025,181,23332,21392,-9994,2,12,-27
8098,32767,-6550,-26,-1026,163,23464,21540,-10222,64,27,-22
8278,32767,-6538,-29,-1014,143,23448,21538,-10250,90,55,-8
8208,32767,-6308,-58,-1000,146,23296,21520,-10118,77,63,-4
8030,32767,-6082,-65,-986,159,23110,21500,-10220,60,61,-28
7888,32767,-5994,-29,-990,170,22988,21582,-10224,5,66,-53
7822,32767,-6150,-35,-1010,166,22960,21548,-10078,-23,52,-58
8018,32767,-6140,-21,-1020,157,22990,21552,-10184,15,18,-40
8130,32767,-6142,-53,-1031,128,23072,21518,-10236,41,-17,-16
8142,32767,-6040,-97,-1016,126,23146,21422,-10350,49,-26,-7
8112,32767,-6118,-90,-1009,134,23214,21332,-10374,45,-9,-18
8168,32767,-6174,-65,-1002,137,23208,21304,-10434,74,6,-31
8242,32767,-6294,-38,-985,135,23176,21478,-10582,123,20,-25
8264,32767,-6364,2,-970,138,23144,21748,-10648,135,22,-10
8106,32767,-6300,30,-974,149,23098,22000,-10630,157,33,-1
8100,32767,-6426,34,-961,158,22928,22090,-10582,110,73,-7
7926,32767,-6652,33,-916,180,22908,21926,-10454,-12,49,-8
7960,32767,-6726,33,-870,178,22924,21732,-10360,-93,-7,-3
8070,32767,-6400,92,-861,150,23140,21736,-10418,-93,-30,-6
8406,32767,-6510,83,-876,132,23418,21654,-10466,-56,-8,4
8680,32767,-6702,-11,-819,133,23264,21564,-10208,-28,31,3
8606,32767,-6604,-52,-740,122,23136,21650,-9942,-23,16,19
8386,32767,-6516,-71,-697,94,23082,21632,-10070,-34,-10,34
8442,32767,-6404,-40,-698,88,23166,21458,-10532,-62,-19,10
8736,32767,-6360,18,-715,89,23186,21304,-10700,-75,-6,-26
8822,32767,-6180,73,-701,102,23112,21142,-10592,-45,-5,-18
8726,32767,-6298,61,-673,117,22994,21146,-10512,16,-18,3
8456,32767,-6168,20,-658,117,23046,21304,-10374,92,-27,-3
8436,32767,-6174,-25,-652,93,23036,21716,-10406,136,-41,7
8388,32767,-6046,-37,-650,75,23164,21868,-10716,111,-51,26
8546,32767,-6052,-50,-669,80,23288,21828,-10800,40,-41,18
8584,32767,-6164,-73,-658,84,23218,21634,-10732,-15,-16,-7
8364,32767,-6226,-51,-634,89,23052,21536,-10624,-37,12,-28
8116,32767,-6270,10,-630,116,22906,21594,-10452,-29,16,-26
8294,32767,-6218,49,-644,133,22888,21626,-10410,-20,-13,3
8608,32767,-6182,78,-648,128,22928,21596,-10538,-8,-43,20
8734,32767,-6158,60,-631,125,23028,21608,-10630,8,-39,9
8698,32767,-6240,-13,-591,121,23162,21750,-10746,12,-12,0
8566,32767,-6258,-78,-562,105,23242,21570,-10796,-43,3,9
8556,32767,-6488,-99,-541,88,23230,21410,-10640,-72,3,5
8648,32767,-6524,-71,-524,89,23090,21314,-10562,-43,2,0
8648,32767,-6340,-10,-507,111,22938,21340,-10396,-6,0,2
8644,32767,-6238,10,-490,120,22936,21486,-10290,39,-10,10
8688,32767,-6230,30,-473,115,22974,21906,-10320,92,-19,33
8762,32767,-6320,16,-470,102,23222,22090,-10696,90,-33,52
8920,32767,-6476,-34,-451,94,23478,21758,-10976,-63,-20,13
9064,32767,-6594,-50,-401,82,23466,21404,-10870,-157,15,-30
8918,32767,-6434,-19,-346,71,23138,21220,-10586,-144,38,-24
8640,32767,-6272,-6,-330,73,22798,21272,-10210,-33,34,9
8600,32767,-6276,-12,-341,78,22682,21618,-10350,76,6,33
8878,32767,-6194,15,-361,70,22984,21816,-10780,66,-18,32
9150,32767,-6484,0,-335,50,23320,21772,-10908,-25,-18,12
9232,32767,-6576,-3,-264,54,23494,21552,-10898,-75,5,-3
8918,32767,-6392,55,-214,72,23176,21340,-10514,-63,47,0
8642,32767,-6404,73,-201,62,22842,21492,-10298,-10,46,9
8634,32767,-6222,58,-205,41,22704,21830,-10274,36,19,20
8962,32767,-6380,11,-215,24,22994,22080,-10638,19,-11,30
9230,32767,-6504,-41,-181,15,23316,21826,-10884,-80,-11,33
9102,32767,-6382,-16,-114,15,23418,21426,-10968,-155,16,8
8976,32767,-6384,19,-81,18,23276,21228,-10666,-142,49,-13
8742,32767,-6236,43,-52,20,23028,21130,-10450,-85,48,-2
8728,32767,-6002,64,-65,22,22846,21294,-10336,5,14,21
8824,32767,-5956,52,-88,18,22908,21564,-10330,47,3,24
9060,32767,-6188,13,-76,11,23058,21708,-10438,38,10,30
9110,32767,-6336,-12,-35,5,23138,21720,-10606,-1,13,25
8900,32767,-6224,-7,-17,-1,23200,21512,-10690,-49,10,16
8790,32767,-6000,14,-22,-3,23180,21392,-10640,-58,8,13
8874,32767,-5660,43,-34,-3,23064,21382,-10558,-30,8,15
9000,32767,-5732,29,-46,1,23054,21484,-10532,11,1,15
9088,32767,-5890,-7,-29,4,23186,21774,-10572,69,2,17
8996,32767,-6068,-22,-12,-10,23256,21878,-10716,35,5,23
8880,32767,-6136,-21,-19,-14,23330,21766,-10930,-33,13,18
8662,32767,-6072,2,-30,-3,23350,21574,-10888,-73,22,-4
8550,32767,-5984,50,-45,9,23228,21498,-10608,-70,38,-5
8590,32767,-6026,84,-62,26,23050,21596,-10454,-27,46,12
8738,32767,-5940,72,-70,21,23028,21678,-10568,-12,30,15
8808,32767,-6028,41,-63,11,23194,21546,-10676,-45,12,6
8836,32767,-6328,-18,-49,-1,23276,21432,-10712,-62,17,-1
8802,32767,-6122,-26,-51,-3,23144,21306,-10526,-41,31,0
8660,32767,-6070,-8,-70,-3,23030,21372,-10400,-3,22,1
8818,32767,-6082,17,-73,-3,22964,21650,-10460,54,16,2
9068,32767,-6104,37,-80,-5,23130,21880,-10584,58,10,8
9106,32767,-6016,22,-69,-2,23250,21742,-10658,-2,0,12
8962,32767,-6064,35,-44,2,23272,21414,-10734,-61,10,17
8890,32767,-6150,51,-40,-5,23096,21286,-10654,-66,28,12
8790,32767,-6288,37,-49,-13,22870,21350,-10534,-16,24,5
8800,32767,-6156,15,-54,-26,22990,21636,-10548,60,-4,21
8970,32767,-5982,-2,-57,-45,23080,21686,-10688,37,-5,30
9094,32767,-5976,-18,-40,-56,23236,21600,-10824,-6,-1,17
8942,32767,-5864,-20,-15,-46,23364,21564,-10862,-12,-2,1
8698,32767,-5906,27,-13,-25,23410,21478,-10786,9,3,2
8640,32767,-6026,69,-50,-30,23312,21570,-10784,25,23,7
8734,32767,-6086,68,-69,-34,23046,21610,-10606,15,47,7
8872,32767,-6140,55,-63,-29,22820,21710,-10646,-13,49,4
8758,32767,-6168,39,-57,-27,22922,21708,-10674,-32,8,-3
8618,32767,-6076,41,-62,-21,23270,21676,-10714,-11,-14,-1
8684,32767,-6056,62,-81,-21,23488,21632,-10792,3,0,7
8932,32767,-6162,57,-91,-24,23480,21476,-10722,-14,35,11
9088,32767,-6162,61,-66,-13,23162,21450,-10756,-34,58,-2
9006,32767,-6196,42,-30,-16,22904,21468,-10802,-23,52,-10
8638,32767,-6242,6,-21,-25,22830,21584,-10794,-2,26,-10
8518,32767,-6272,-23,-44,-30,23068,21620,-10726,5,8,-5
8706,32767,-6172,-26,-63,-34,23228,21564,-10788,4,13,2
8914,32767,-6062,-14,-61,-37,23228,21546,-10652,6,30,0
8912,32767,-6078,6,-51,-31,23228,21640,-10746,11,39,1
8852,32767,-6116,22,-35,-17,23130,21626,-10898,-3,41,7
8660,32767,-6172,45,-27,-14,23036,21692,-10864,-29,35,-1
8668,32767,-6248,52,-39,-12,22996,21592,-10902,-43,28,-11
8722,32767,-6226,30,-51,-20,23012,21530,-10798,-39,32,2
8770,32767,-6048,6,-52,-35,23008,21456,-10782,-26,35,10
8708,32767,-5958,-25,-40,-39,23120,21566,-10804,-24,20,0
8722,32767,-6074,-35,-34,-31,23200,21524,-10794,-22,17,0
8676,32767,-6102,-14,-41,-23,23248,21580,-10858,-16,21,6
8672,32767,-6112,21,-50,-17,23146,21570,-10828,-19,29,8
8678,32767,-6068,48,-60,-12,23012,21562,-10824,-34,40,4
8778,32767,-6100,40,-57,-3,22998,21588,-10780,-42,36,2
8696,32767,-6068,12,-54,-6,22954,21598,-10778,-26,24,4
8648,32767,-6122,-29,-48,-18,23088,21640,-10708,-29,11,16
8614,32767,-6076,-46,-47,-23,23204,21508,-10824,-53,12,19
8700,32767,-6016,-19,-66,-17,23156,21408,-10854,-43,22,4
8808,32767,-6024,13,-75,-4,23156,21454,-10842,6,25,4
8890,32767,-6110,30,-67,4,23154,21560,-10842,41,21,13
8814,32767,-6102,39,-55,2,23130,21658,-10746,42,19,15
8694,32767,-6058,30,-45,-2,23080,21658,-10854,19,31,9
8592,32767,-6088,-2,-47,-17,23032,21582,-10822,-21,30,6
8522,32767,-6076,-21,-59,-32,23082,21554,-10834,-19,13,5
8574,32767,-6080,-39,-68,-42,23226,21588,-10810,16,7,-1
8702,32767,-6076,-28,-74,-54,23328,21610,-10758,39,22,9
8738,32767,-6106,-13,-74,-51,23138,21588,-10838,1,41,18
8900,32767,-6146,16,-56,-33,22936,21610,-10876,-30,36,3
8720,32767,-6182,48,-49,-31,22872,21642,-10890,-23,20,-1
8554,32767,-6174,44,-51,-35,23072,21660,-10920,-8,8,10
8484,32767,-6088,44,-73,-29,23182,21594,-10898,-10,10,19
8734,32767,-6048,48,-90,-31,23208,21578,-10958,-25,24,20
8876,32767,-6136,33,-65,-28,23126,21534,-10956,-40,30,12
8730,32767,-6144,15,-40,-22,22990,21586,-10898,-26,21,11
8478,32767,-6088,2,-31,-19,23050,21686,-10906,-13,16,11
8372,32767,-6036,7,-41,-18,23176,21744,-10846,-23,20,16
8456,32767,-6082,14,-67,-10,23142,21666,-10842,-45,25,17
8652,32767,-6100,27,-76,8,23122,21526,-10964,-69,26,19
8736,32767,-6096,47,-75,19,23134,21390,-10950,-65,24,13
8670,32767,-6118,27,-52,18,23030,21456,-10842,-30,16,5
8546,32767,-6046,14,-53,18,23128,21574,-10838,-10,15,13
8570,32767,-6042,-4,-65,9,23130,21650,-10856,-21,14,10
8644,32767,-6040,-12,-67,0,23172,21602,-10968,-21,16,8
8772,32767,-6116,-2,-70,-5,23174,21534,-10980,-3,13,9
8664,32767,-6076,1,-68,-10,23270,21548,-10872,28,10,9
8642,32767,-6158,28,-61,-4,23270,21582,-10880,40,18,9
8646,32767,-6168,55,-52,-15,23174,21640,-10886,14,32,3
8646,32767,-6158,36,-42,-34,23026,21678,-10866,-20,33,-1
8580,32767,-6254,4,-42,-53,22984,21740,-10908,-25,22,-1
8534,32767,-6190,-18,-53,-73,23092,21682,-10884,-35,15,8
8580,32767,-6090,-16,-70,-81,23130,21514,-10902,-43,20,14
8750,32767,-6106,17,-76,-70,23008,21436,-10908,-28,29,15
8806,32767,-6122,69,-66,-39,22974,21460,-11002,-17,24,18
8790,32767,-6158,100,-48,-17,23082,21572,-10966,-8,8,21
8628,32767,-6128,78,-37,-11,23228,21654,-11030,-21,12,24
8498,32767,-6134,34,-38,-5,23112,21688,-10908,-47,31,17
8392,32767,-6030,-5,-54,2,23090,21680,-10914,-57,34,20
8512,32767,-6092,-34,-50,5,23070,21580,-10968,-58,23,28
8586,32767,-6108,-52,-43,10,23174,21486,-10916,-56,13,16
8468,32767,-6032,-28,-46,20,23282,21522,-10830,-49,18,7
8474,32767,-6040,-9,-54,25,23244,21548,-10844,-42,30,7
8522,32767,-5960,16,-57,31,23134,21580,-10824,-25,34,11
8498,32767,-5976,46,-76,30,23118,21632,-10858,-5,25,13
8668,32767,-6258,45,-76,23,23114,21608,-10938,0,18,7
8708,32767,-6234,66,-72,20,23184,21552,-10850,-8,18,6
8640,32767,-6154,62,-66,9,23232,21490,-10982,-7,21,2
8536,32767,-6112,64,-66,-5,23150,21482,-10900,1,16,1
8472,32767,-6064,62,-81,-15,23192,21544,-10882,23,9,-8
8600,32767,-6184,69,-94,-24,23224,21672,-10906,47,13,-3
8780,32767,-6278,69,-97,-37,23218,21744,-10908,38,23,5
8814,32767,-6364,37,-91,-49,23136,21714,-10980,-8,32,1
8690,32767,-6284,0,-74,-54,23076,21618,-11026,-39,34,-1
8392,32767,-6168,-4,-68,-54,22992,21584,-11028,-39,30,4
8412,32767,-6310,4,-88,-38,23092,21568,-11104,-25,17,3
8592,32767,-6310,18,-92,-16,23220,21610,-10908,-9,14,9
8654,32767,-6312,37,-90,-9,23186,21662,-10992,-22,28,16
8728,32767,-6338,17,-77,-4,23160,21612,-11030,-56,43,12
8598,32767,-6272,-9,-58,6,22966,21526,-10918,-64,40,8
8478,32767,-6266,-19,-46,4,23028,21606,-10888,-40,30,8
8420,32767,-6218,-18,-43,-1,23138,21656,-10862,-19,24,17
8410,32767,-6152,-20,-52,2,23228,21642,-10924,-36,28,19
8644,32767,-6268,1,-58,6,23158,21548,-11010,-50,28,9
8686,32767,-6242,24,-48,6,23126,21468,-11012,-38,25,11
8660,32767,-6176,30,-37,0,23076,21466,-10896,-13,29,12
8540,32767,-6084,36,-36,1,23108,21606,-10894,10,27,6
8532,32767,-6132,51,-36,-9,23164,21578,-10866,14,19,5
8476,32767,-6148,72,-41,-16,23264,21668,-10920,20,8,-4
8522,32767,-6210,92,-55,-22,23360,21666,-11028,16,10,-6
8620,32767,-6296,116,-67,-21,23308,21538,-11042,4,27,-5
8700,32767,-6370,62,-67,-47,23126,21566,-10944,4,43,-8
8528,32767,-6274,21,-62,-48,22888,21660,-11088,11,34,-6
8362,32767,-6168,10,-68,-54,22984,21708,-11112,-5,15,-1
8402,32767,-6320,10,-86,-42,23144,21636,-11106,-17,12,-1
8544,32767,-6376,31,-94,-20,23218,21602,-11052,-29,23,5
8564,32767,-6326,42,-88,-12,23140,21440,-11004,-40,37,9
8532,32767,-6312,24,-79,-2,22968,21562,-10966,-29,42,3
8504,32767,-6310,1,-67,2,22934,21720,-10984,-10,34,6
8388,32767,-6314,-53,-50,-15,23060,21774,-11046,-19,23,12
8474,32767,-6232,-62,-55,-12,23188,21498,-11036,-59,23,4
8592,32767,-6240,-24,-65,-5,23206,21420,-11036,-53,32,4
8536,32767,-6200,21,-66,2,23130,21432,-10966,-14,32,8
8620,32767,-6238,43,-62,12,23164,21550,-11004,12,28,8
8612,32767,-6258,28,-51,0,23208,21616,-11044,5,28,3
8552,32767,-6294,-1,-37,-14,23184,21614,-11058,-9,32,-3
8452,32767,-6218,-28,-34,-31,23156,21678,-11138,-6,33,-4
8376,32767,-6178,-26,-53,-34,23076,21592,-11060,-2,33,2
8416,32767,-6186,16,-75,-19,23016,21592,-10978,7,30,4
8528,32767,-6170,43,-83,-15,23170,21636,-11088,11,23,-5
8622,32767,-6314,42,-76,-12,23190,21674,-11134,-8,28,0
8592,32767,-6306,45,-56,-7,23114,21638,-11108,-32,33,4
8462,32767,-6226,38,-54,-8,23004,21504,-11132,-42,35,2
8384,32767,-6300,6,-62,-17,22990,21512,-11078,-23,30,0
8430,32767,-6200,-6,-77,-16,23030,21590,-11130,6,19,-3
