ax,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
5702,32767,-200,31,-55,0,24262,20164,-4662,-68,28,7
5718,32767,-178,12,-54,-4,24256,20200,-4648,-56,22,14
5732,32767,-86,-2,-65,-6,24344,20252,-4624,-33,16,10
5802,32767,-210,-24,-60,-7,24370,20244,-4612,-19,13,8
5714,32767,-124,-25,-41,-12,24396,20284,-4556,-21,14,11
5606,32767,-26,1,-48,-8,24310,20138,-4570,-28,26,8
5638,32767,-74,24,-66,-3,24240,20150,-4728,-11,24,11
5816,32767,-190,32,-66,-3,24268,20376,-4798,11,16,14
5824,32767,-94,23,-55,-7,24292,20570,-4648,0,9,13
5742,32767,-56,8,-46,-4,24398,20484,-4582,-37,13,10
5690,32767,-168,1,-52,-6,24426,20306,-4622,-77,25,3
5666,32767,-272,24,-54,-5,24274,20120,-4612,-96,42,3
5728,32767,-214,37,-62,-3,24176,20046,-4526,-66,34,3
5808,32767,-84,10,-62,-11,24238,20162,-4568,-16,7,10
5744,32767,-66,7,-55,-8,24364,20276,-4672,9,9,15
5646,32767,-94,4,-54,-2,24308,20302,-4654,-9,23,13
5664,32767,-96,-23,-58,-10,24304,20300,-4716,-22,27,13
5776,32767,-196,-7,-66,-8,24292,20276,-4652,-21,25,10
5766,32767,-170,28,-55,-3,24316,20308,-4596,-24,15,7
5702,32767,-146,31,-50,-6,24366,20394,-4562,-42,15,8
5702,32767,-88,17,-58,-3,24300,20334,-4596,-65,23,5
5732,32767,-74,-13,-60,-11,24264,20158,-4630,-75,26,0
5714,32767,-74,-13,-61,-14,24286,20072,-4658,-41,18,2
5736,32767,-18,-4,-57,-5,24312,20118,-4662,-2,13,12
5700,32767,2,25,-59,-7,24364,20274,-4750,27,9,17
5732,32767,-124,30,-62,-2,24336,20416,-4628,19,14,14
5764,32767,-254,39,-64,-1,24300,20484,-4560,-18,24,12
5770,32767,-192,48,-59,-4,24298,20430,-4534,-50,27,8
5740,32767,-202,36,-54,-6,24312,20322,-4652,-66,25,3
5694,32767,-132,9,-55,-9,24356,20246,-4704,-75,28,-2
5648,32767,-84,2,-62,-8,24398,20180,-4642,-56,28,3
5804,32767,-104,-8,-63,-9,24372,20176,-4538,-35,20,2
5748,32767,-108,-18,-53,-11,24354,20168,-4458,-13,19,2
5704,32767,-130,-4,-54,-6,24290,20102,-4522,-5,21,4
5722,32767,-86,12,-58,-9,24296,20124,-4784,4,22,9
5682,32767,-14,31,-70,-9,24268,20314,-4756,22,22,9
5772,32767,-140,32,-66,-6,24230,20470,-4704,24,23,12
5810,32767,-170,28,-53,-9,24198,20568,-4586,-17,19,11
5710,32767,-234,35,-49,-6,24316,20418,-4518,-84,18,5
5670,32767,-206,48,-55,-5,24420,20272,-4588,-89,28,2
5704,32767,-170,34,-57,-7,24338,20074,-4516,-81,40,-2
5642,32767,-130,15,-61,-9,24286,19998,-4548,-55,38,3
5710,32767,-104,-2,-66,-8,24284,20040,-4614,-10,24,9
5772,32767,-70,-17,-64,-12,24288,20162,-4696,21,15,11
5748,32767,-112,-15,-58,-9,24280,20338,-4660,32,17,14
5742,32767,-174,7,-53,-10,24340,20542,-4708,22,13,16
5768,32767,-152,43,-57,-3,24326,20582,-4584,-29,22,2
5788,32767,-224,40,-52,-7,24370,20318,-4580,-71,27,-2
5636,32767,-10,25,-49,-3,24356,20122,-4676,-73,30,-1
5640,32767,-144,15,-63,-4,24356,20050,-4772,-51,33,-1
5724,32767,-146,16,-66,-6,24296,20078,-4574,-10,30,2
5800,32767,-178,26,-69,-5,24294,20310,-4686,11,25,13
5812,32767,-212,21,-58,-5,24252,20322,-4666,-11,23,16
5794,32767,-212,22,-56,-9,24264,20362,-4598,-24,23,5
5768,32767,-262,11,-52,-11,24304,20374,-4584,-37,23,0
5734,32767,-194,9,-44,-11,24294,20250,-4474,-54,23,1
5668,32767,-120,1,-46,-10,24358,20078,-4564,-52,23,-1
5582,32767,-22,-21,-57,-11,24374,20124,-4616,-32,25,-1
5666,32767,-74,-13,-70,-8,24316,20216,-4710,-8,34,3
5814,32767,-152,0,-66,-11,24202,20352,-4616,12,34,10
5796,32767,-130,25,-52,-9,24188,20372,-4614,11,21,7
5756,32767,-88,44,-48,-5,24278,20326,-4670,-11,15,5
5696,32767,-222,48,-50,-7,24362,20234,-4678,-25,17,8
5682,32767,-158,46,-54,-9,24416,20318,-4698,-22,26,6
5702,32767,-168,34,-57,-4,24324,20412,-4682,-24,38,6
5682,32767,-190,20,-53,-5,24222,20354,-4586,-48,40,4
5746,32767,-196,6,-52,-6,24198,20258,-4492,-59,28,1
5778,32767,-270,-6,-56,-6,24214,20086,-4626,-52,22,1
5800,32767,-296,1,-52,-13,24302,20028,-4598,-34,15,1
5684,32767,-62,12,-49,-11,24358,20152,-4758,-5,16,5
5650,32767,-68,10,-52,-8,24372,20330,-4684,17,27,11
5572,32767,-84,8,-50,-12,24278,20392,-4512,-6,36,8
5714,32767,-146,6,-63,-8,24280,20434,-4440,-35,28,4
5820,32767,-262,31,-63,-3,24302,20290,-4654,-56,19,2
5760,32767,-172,51,-57,-3,24264,20080,-4702,-45,23,2
5660,32767,-120,37,-60,-4,24344,20084,-4836,-19,39,9
5688,32767,-92,23,-67,-5,24286,20238,-4818,-7,49,20
5794,32767,-296,17,-64,-8,24098,20566,-4624,-13,47,23
5850,32767,-356,11,-50,-9,24106,20580,-4408,-53,23,17
5776,32767,-294,9,-44,-5,24394,20320,-4418,-97,4,-2
5672,32767,-294,-13,-43,-16,24564,19938,-4696,-92,15,-5
5604,32767,-78,-36,-50,-16,24462,19856,-4738,-54,48,1
5584,32767,-38,-48,-58,-12,24146,19880,-4632,-2,57,17
5772,32767,-126,-51,-56,-16,24010,20276,-4464,46,32,19
5860,32767,-154,-35,-51,-14,24156,20640,-4484,40,-3,14
5704,32767,-36,20,-34,-8,24388,20540,-4544,-4,-16,5
5544,32767,-32,38,-45,-5,24542,20294,-4758,-40,11,-2
5562,32767,14,38,-64,-1,24382,20098,-4760,-48,58,-2
5728,32767,-100,45,-72,-2,24072,20196,-4678,-18,52,6
5876,32767,-182,39,-61,-3,24090,20316,-4568,4,14,11
5794,32767,-262,30,-47,-4,24280,20388,-4592,2,-2,6
5710,32767,-240,29,-43,-6,24346,20322,-4610,-39,15,5
5660,32767,-184,30,-53,-8,24350,20262,-4652,-69,38,6
5656,32767,-138,24,-60,-11,24266,20202,-4650,-47,41,3
5696,32767,-162,8,-62,-9,24198,20216,-4648,-17,22,0
5658,32767,-118,10,-55,-6,24358,20288,-4672,-25,15,7
5674,32767,-124,5,-56,-7,24310,20206,-4638,-44,36,9
5710,32767,-136,-9,-60,-12,24184,20152,-4678,-33,45,4
5810,32767,-148,7,-63,-9,24124,20334,-4622,-17,33,5
5742,32767,-166,40,-61,-6,24226,20342,-4492,-19,5,7
5636,32767,-112,39,-61,-6,24382,20136,-4592,-28,-1,7
5624,32767,-132,19,-62,-3,24522,20178,-4824,-22,21,5
5638,32767,-88,10,-69,-5,24406,20280,-4780,-2,51,3
5718,32767,-116,15,-71,-9,24158,20372,-4736,21,55,4
5802,32767,-150,26,-65,0,24132,20418,-4742,-13,31,3
5750,32767,-288,25,-58,4,24126,20286,-4758,-46,35,0
5716,32767,-248,24,-53,-9,24272,20284,-4792,-9,43,-15
5672,32767,-128,19,-66,-11,24254,20452,-4728,38,45,-21
5698,32767,-38,15,-69,-9,24254,20340,-4536,8,42,-11
5508,32767,28,37,-68,-2,24226,20040,-4546,-51,40,-5
5494,32767,8,41,-98,5,24360,19964,-4782,-20,46,-9
5686,32767,-126,49,-108,-4,24346,20090,-4842,109,76,-8
5812,32767,-146,63,-103,-5,24138,20472,-4794,213,82,10
5852,32767,-132,79,-90,7,24042,20540,-4856,143,57,5
5714,32767,-134,110,-88,13,24146,20476,-4908,42,50,1
5666,32767,-214,136,-89,7,24282,20376,-4806,9,56,-1
5588,32767,-154,142,-101,7,24326,20348,-4870,87,77,-8
5738,32767,-296,119,-118,12,24200,20540,-4914,132,91,-11
5702,32767,-240,118,-112,17,23986,20476,-4656,27,92,-18
5662,32767,66,122,-133,25,23854,20056,-4686,-71,57,-25
5520,32767,30,104,-161,19,24090,19868,-5002,-8,21,-28
5584,32767,160,86,-176,7,24220,19982,-5054,145,26,-17
5582,32767,24,148,-200,22,24172,20212,-5068,241,36,-3
5658,32767,156,170,-224,42,23972,20494,-5030,232,45,-6
5576,32767,90,216,-257,74,23828,20508,-5034,190,20,-3
5592,32767,6,224,-292,78,23960,20412,-5156,176,-13,-4
5648,32767,-70,215,-329,97,24110,20354,-5220,190,-23,-18
5730,32767,-416,281,-345,129,24226,20444,-5330,238,-10,-19
5814,32767,-150,210,-405,121,24144,20568,-5374,243,7,-7
5832,32767,-444,258,-414,165,24080,20580,-5358,191,-4,-6
5882,32767,-470,227,-451,150,23994,20578,-5376,188,-27,-6
5966,32767,-234,182,-488,137,24120,20642,-5584,191,-42,-10
6114,32767,-582,192,-505,162,24166,20696,-5666,172,-32,-18
6280,32767,-718,203,-512,159,24076,20678,-5598,184,-10,-15
6392,32767,-790,272,-521,166,24032,20592,-5684,220,-11,-4
6336,32767,-632,293,-542,182,24036,20606,-5832,254,-20,1
6324,32767,-914,321,-564,189,24122,20712,-6026,250,-24,-5
6510,32767,-948,272,-583,179,24164,20798,-6000,240,-12,-6
6652,32767,-1196,262,-590,194,24064,20864,-5944,251,-10,-1
6684,32767,-1098,169,-602,172,23938,20876,-5954,267,-11,8
6704,32767,-1270,144,-619,174,23930,20810,-6022,263,-22,7
6720,32767,-1248,140,-620,181,24024,20856,-6232,221,-41,-6
6816,32767,-1056,133,-643,177,24140,20826,-6422,187,-40,-15
6916,32767,-1322,167,-637,181,24194,20788,-6450,206,-24,-5
7052,32767,-1356,172,-653,165,24082,20786,-6474,274,-24,16
7218,32767,-1470,188,-655,165,23830,20766,-6582,282,-19,41
7250,32767,-1440,224,-646,167,23604,20662,-6588,244,-9,67
7170,32767,-1364,246,-645,163,23650,20586,-6758,301,-39,97
7164,32767,-1686,288,-652,157,23876,20790,-7188,417,-105,98
7214,32767,-1906,341,-650,147,24436,21260,-7344,462,-161,71
7236,32767,-1976,404,-624,150,24860,21440,-7272,431,-164,57
7274,32767,-2128,456,-625,169,25100,21342,-7490,425,-110,60
7528,32767,-2268,481,-661,222,25166,21342,-7958,424,-14,44
7940,32767,-2324,477,-674,221,25342,21508,-10192,274,165,-3
8214,32767,-2444,414,-670,185,24956,21770,-9750,94,318,-64
8228,32767,-2640,334,-658,172,23722,22432,-7046,288,307,-20
7874,32767,-3010,300,-687,162,22762,21922,-5072,396,197,98
7286,32767,-3728,338,-739,136,22362,21354,-4632,118,92,34
6638,32767,-4826,255,-917,156,23224,21084,-5970,-247,-61,-99
7662,32767,-3954,681,-946,92,24572,20678,-7548,-311,-132,-134
8920,32767,-1340,1242,-690,-102,25460,20612,-8208,-137,-111,-83
9038,32767,-2706,864,-666,78,25454,20890,-8038,80,29,13
9066,32767,-3690,561,-659,212,24644,21102,-7594,130,141,36
8812,32767,-2940,506,-578,104,23772,21276,-7390,57,170,18
8196,32767,-2760,233,-565,29,23246,21298,-7674,26,105,7
8082,32767,-3252,-113,-639,70,23378,21156,-7916,58,-6,-4
8088,32767,-3382,-256,-696,88,23954,21172,-7964,97,-83,-23
7994,32767,-3400,-255,-720,61,24462,21318,-7940,98,-78,-30
7906,32767,-3112,-264,-755,46,24630,21258,-7476,69,-19,-28
7676,32767,-2872,-136,-821,92,24384,21188,-7236,102,42,-14
7694,32767,-3048,-26,-906,94,24120,21220,-7494,90,67,-11
7916,32767,-3092,112,-957,92,23986,21146,-7752,57,61,-27
8150,32767,-2814,232,-994,94,23850,21116,-7732,59,29,-42
8208,32767,-2702,271,-1034,105,23908,21102,-7638,114,-1,-37
8188,32767,-2932,244,-1072,113,24024,21172,-7672,153,-16,-22
8208,32767,-3354,211,-1112,118,24044,21168,-7774,144,-15,-18
8256,32767,-3392,213,-1152,120,24078,21130,-8020,138,-14,-32
8412,32767,-3464,174,-1191,105,24142,21216,-8268,191,-16,-41
8542,32767,-3848,121,-1190,112,24180,21260,-8372,244,-11,-25
8570,32767,-4014,109,-1195,137,24178,21476,-8264,279,1,-17
8476,32767,-4136,85,-1201,141,24052,21716,-8112,230,30,-16
8494,32767,-4360,70,-1196,130,23880,21472,-7986,188,41,-5
8432,32767,-4414,95,-1185,117,23818,21388,-8180,188,9,-13
8612,32767,-4546,118,-1180,110,23988,21474,-8626,177,-15,-36
8892,32767,-4708,101,-1174,90,24178,21548,-8792,136,-7,-43
9214,32767,-4744,38,-1123,51,24308,21522,-8772,132,17,-38
9174,32767,-5004,-19,-1055,31,24284,21612,-8710,135,63,-39
8906,32767,-5094,-17,-989,13,24184,21672,-8798,107,105,-41
8804,32767,-5178,47,-967,-11,23892,21632,-8778,51,127,-47
8796,32767,-5004,135,-958,-23,23792,21560,-8778,12,109,-59
8910,32767,-4946,213,-943,-12,23838,21458,-8770,17,76,-59
9026,32767,-5034,245,-910,6,23872,21390,-8590,39,66,-49
8954,32767,-5070,246,-883,12,23964,21382,-8444,56,72,-42
8810,32767,-4982,237,-854,7,23902,21278,-8490,66,80,-35
8762,32767,-5046,244,-842,0,23858,21244,-8818,85,76,-31
8964,32767,-5132,228,-841,11,23862,21372,-8874,115,69,-37
9180,32767,-5296,196,-832,33,23836,21610,-8934,125,67,-41
9298,32767,-5186,114,-801,29,23830,21810,-8944,103,76,-31
9212,32767,-4994,12,-772,16,23602,21776,-8872,58,89,-14
8964,32767,-5066,-87,-741,12,23556,21636,-8788,21,88,-3
8760,32767,-5068,-143,-715,14,23538,21468,-8954,-15,80,-11
8712,32767,-5084,-120,-705,14,23656,21516,-9144,-21,66,-33
8948,32767,-5090,-52,-696,4,23752,21446,-9332,-9,57,-48
8992,32767,-4988,-11,-687,7,23860,21350,-9234,-17,58,-43
8878,32767,-4898,4,-660,30,23798,21220,-8828,-8,83,-36
8692,32767,-4928,15,-632,36,23576,21322,-8716,78,108,-15
8490,32767,-4878,51,-645,37,23376,21414,-8862,113,91,3
8554,32767,-4908,67,-664,37,23420,21368,-9086,69,39,-1
8752,32767,-4820,82,-674,36,23700,21366,-9250,52,0,-25
8948,32767,-4716,84,-673,37,23830,21440,-9328,67,13,-45
8876,32767,-4700,23,-677,47,23794,21674,-9210,79,61,-43
8802,32767,-4676,-27,-677,49,23724,21668,-9124,50,70,-21
8596,32767,-4636,-51,-696,38,23614,21680,-9286,15,59,-11
8586,32767,-4570,-77,-715,28,23628,21518,-9342,-25,45,-18
8638,32767,-4698,-84,-731,31,23552,21284,-9114,-8,29,-26
8596,32767,-4612,-38,-753,49,23592,21206,-8950,46,23,-28
8622,32767,-4602,-2,-781,54,23482,21282,-8930,81,36,-23
8636,32767,-4706,23,-804,58,23420,21338,-9134,90,44,-11
8844,32767,-4794,42,-826,49,23548,21532,-9464,101,11,-22
8980,32767,-4778,52,-831,53,23696,21610,-9608,119,-13,-40
9004,32767,-4674,30,-830,51,23824,21658,-9660,107,-9,-46
8812,32767,-4878,-1,-831,37,23802,21594,-9520,64,20,-35
8722,32767,-4884,-24,-840,28,23634,21430,-9418,64,45,-27
8598,32767,-4888,-29,-861,19,23384,21560,-9422,85,50,-34
8578,32767,-4888,-17,-877,15,23236,21582,-9612,83,37,-36
8580,32767,-4892,0,-890,13,23262,21564,-9708,85,-8,-34
8662,32767,-5062,22,-896,12,23520,21610,-9812,84,-61,-34
8776,32767,-5124,55,-900,5,23772,21450,-9614,86,-62,-14
8826,32767,-5402,51,-898,0,23826,21260,-9504,115,-20,-2
8864,32767,-5486,39,-887,2,23596,21428,-9406,165,37,-1
8768,32767,-5652,44,-866,6,23310,21654,-9522,166,74,-5
8706,32767,-5664,57,-849,4,23152,21792,-9576,109,54,-8
8846,32767,-5688,78,-840,7,23184,21816,-9698,70,10,-11
9106,32767,-5858,68,-805,4,23460,21852,-9884,44,-5,-21
9188,32767,-5662,43,-740,4,23676,21868,-9902,11,-2,-18
9090,32767,-5694,24,-679,7,23720,21646,-9916,-61,20,-1
9070,32767,-5728,10,-644,8,23676,21422,-9942,-75,45,-4
8976,32767,-5636,14,-616,20,23534,21448,-9830,-37,73,-16
8924,32767,-5636,9,-584,31,23374,21572,-9848,1,82,-6
8850,32767,-5644,14,-561,39,23238,21616,-9864,-30,64,11
8768,32767,-5518,17,-547,43,23242,21330,-9914,-53,25,-2
8656,32767,-5458,13,-541,47,23388,21188,-9890,-10,4,-17
8606,32767,-5242,-5,-533,47,23440,21236,-9778,58,15,-27
8626,32767,-5182,-25,-557,43,23430,21524,-9680,103,29,-15
8762,32767,-5184,-42,-558,29,23422,21558,-9738,104,15,9
8786,32767,-5090,-35,-554,13,23436,21572,-10042,107,0,4
8746,32767,-5092,-21,-562,7,23470,21684,-10166,99,-1,-14
8720,32767,-4946,0,-587,6,23524,21722,-10072,75,3,-23
8726,32767,-4954,20,-612,4,23454,21686,-9984,48,13,-27
8706,32767,-4938,13,-618,-13,23340,21478,-9836,34,12,-33
8576,32767,-4914,16,-624,-17,23238,21370,-10012,35,12,-28
8556,32767,-4996,30,-654,-16,23186,21250,-10186,68,7,-36
8734,32767,-5138,56,-690,-23,23174,21382,-10076,120,0,-35
8640,32767,-5188,82,-687,-21,23102,21550,-9956,165,-17,-15
8604,32767,-5294,75,-690,-11,23270,21730,-10224,182,-35,10
8690,32767,-5464,68,-698,-2,23554,21740,-10480,151,-53,7
8790,32767,-5548,44,-689,-15,23806,21516,-10958,102,-54,-20
8832,32767,-5546,50,-670,-22,23960,21484,-11008,75,-5,-51
8782,32767,-5646,81,-649,-16,23656,21442,-10814,68,60,-64
8576,32767,-5840,138,-629,1,23068,21778,-10352,116,124,-45
8376,32767,-6208,246,-614,14,22674,22120,-9944,120,105,-30
8128,32767,-6486,216,-586,20,22704,22162,-9922,91,23,-19
8166,32767,-6234,222,-566,28,23076,21858,-10152,20,-33,-19
8464,32767,-6346,223,-561,-3,23444,21544,-10216,-50,-32,-35
9004,32767,-6436,227,-507,-39,23534,21402,-10232,-61,12,-45
9332,32767,-6328,286,-469,-34,23294,21696,-10114,1,58,-37
9402,32767,-6300,257,-443,-12,23088,21922,-10394,14,48,-4
9256,32767,-6244,119,-391,-12,23090,21598,-10698,-90,-8,-3
9084,32767,-6194,-52,-325,-40,23238,21380,-10820,-132,-4,-36
8882,32767,-6156,-74,-296,-42,23186,21248,-10664,-88,30,-35
8680,32767,-6158,-72,-285,-17,23038,21256,-10578,-8,43,-7
8610,32767,-6310,-55,-273,18,22968,21396,-10542,24,23,11
8510,32767,-6226,-28,-267,32,23094,21450,-10572,11,0,3
8414,32767,-6024,-15,-265,35,23192,21540,-10514,2,4,-7
8330,32767,-5880,-25,-252,47,23198,21638,-10548,1,24,-3
8426,32767,-5964,-19,-239,57,23102,21694,-10460,1,24,8
8542,32767,-6044,-12,-218,38,23194,21720,-10388,-2,8,3
8662,32767,-6096,-5,-204,27,23232,21700,-10422,-13,10,-6
8720,32767,-5844,-10,-205,23,23236,21666,-10544,-63,17,-4
8704,32767,-5950,-9,-185,14,23300,21512,-10560,-87,22,-5
8784,32767,-6112,17,-164,14,23162,21492,-10428,-79,34,-10
8714,32767,-6088,37,-153,16,23072,21450,-10394,-59,29,-4
8650,32767,-6022,51,-147,13,23128,21454,-10450,-33,12,-2
8636,32767,-6030,68,-140,12,23208,21550,-10478,-5,8,1
8644,32767,-5930,86,-138,26,23202,21666,-10368,2,23,-8
8774,32767,-6156,42,-115,12,23174,21762,-10488,-22,27,-5
8710,32767,-6144,-9,-77,1,23214,21626,-10616,-67,23,-1
8616,32767,-6026,-37,-73,-12,23248,21492,-10640,-78,23,-6
8450,32767,-5868,-50,-77,-15,23084,21330,-10474,-66,33,-4
8500,32767,-5756,-22,-83,-4,22980,21376,-10350,-22,37,-3
8518,32767,-5804,5,-89,4,22980,21620,-10420,11,27,5
8632,32767,-5976,24,-78,2,23000,21648,-10474,-20,7,10
8686,32767,-5976,32,-65,-4,23164,21594,-10558,-45,7,-5
8606,32767,-5814,37,-49,-11,23210,21548,-10362,-30,19,4
8428,32767,-5700,48,-56,-11,23120,21474,-10368,-1,25,16
8444,32767,-5746,38,-73,-10,23090,21564,-10394,8,27,14
8626,32767,-5688,45,-78,-12,23074,21564,-10604,-17,23,7
8722,32767,-5820,29,-72,-22,23144,21536,-10620,-32,19,-6
8670,32767,-5850,-21,-53,-16,23194,21552,-10534,-24,22,-8
8492,32767,-5782,-31,-50,-12,23128,21576,-10490,-12,38,3
8306,32767,-5790,-13,-67,-18,22970,21612,-10494,-12,37,5
8362,32767,-5816,15,-90,-11,23064,21590,-10508,-23,12,2
8596,32767,-5750,41,-95,-1,23124,21484,-10438,-24,1,2
8654,32767,-5944,38,-85,-7,23206,21480,-10358,-18,15,-3
8542,32767,-5846,28,-76,-16,23082,21534,-10308,3,29,-2
8472,32767,-5862,22,-81,-24,23056,21740,-10412,27,25,8
8548,32767,-5938,28,-93,-32,23158,21802,-10702,0,6,12
8710,32767,-5898,33,-103,-28,23344,21626,-10676,-47,4,3
8898,32767,-5998,34,-81,-18,23216,21364,-10588,-64,38,1
8704,32767,-5974,40,-42,-12,23018,21394,-10472,-14,49,-2
8262,32767,-5886,23,-53,-11,22972,21596,-10512,29,37,3
8174,32767,-5778,8,-80,-15,23004,21732,-10536,18,13,6
8402,32767,-5874,11,-101,-15,23184,21706,-10592,-9,10,10
8688,32767,-6096,-4,-93,-18,23194,21552,-10564,-35,24,10
8626,32767,-6066,-8,-67,-17,23028,21416,-10568,-44,39,3
8464,32767,-6018,-6,-52,-15,22872,21494,-10442,-15,35,-4
8330,32767,-5774,18,-55,-13,22926,21608,-10412,18,14,4
8418,32767,-5754,19,-79,-18,23252,21666,-10562,14,-3,22
8710,32767,-5870,11,-86,-17,23310,21616,-10698,-20,9,19
8824,32767,-5932,37,-75,-11,23182,21536,-10752,-46,31,11
8656,32767,-6012,29,-50,-12,23022,21474,-10650,-39,37,3
8342,32767,-5888,25,-44,-2,22956,21552,-10522,-7,29,3
8294,32767,-5926,27,-58,-6,23010,21766,-10538,-4,18,15
8402,32767,-5786,28,-71,-11,23210,21692,-10598,-40,14,21
8468,32767,-5812,14,-72,-7,23222,21524,-10648,-70,20,17
8498,32767,-5986,17,-50,8,23148,21468,-10572,-53,35,3
8372,32767,-5966,44,-43,14,23096,21492,-10406,-29,29,2
8374,32767,-5924,11,-44,-3,23026,21586,-10278,-8,25,10
8486,32767,-5740,-6,-50,-3,23026,21672,-10470,-16,25,16
8590,32767,-5754,-18,-63,-8,22990,21636,-10586,-46,12,9
8660,32767,-5858,-22,-53,-3,23090,21584,-10726,-53,1,3
8616,32767,-5814,12,-57,7,23262,21428,-10694,-41,3,9
8564,32767,-5830,16,-69,1,23250,21378,-10670,-18,23,11
8592,32767,-5916,15,-68,6,23014,21576,-10644,12,42,9
8526,32767,-5882,3,-70,-2,22964,21734,-10538,8,28,12
8424,32767,-5784,-17,-69,-15,23066,21740,-10506,-20,12,8
8360,32767,-5856,0,-70,-7,23184,21682,-10552,-42,12,3
8364,32767,-5878,40,-76,3,23142,21534,-10476,-50,18,7
8432,32767,-5912,60,-83,4,23140,21472,-10484,-38,21,14
8444,32767,-5888,43,-91,6,23084,21516,-10436,-24,24,14
8660,32767,-5830,31,-87,6,23108,21628,-10552,-27,23,11
8730,32767,-5850,6,-76,-4,23020,21604,-10582,-34,13,12
8630,32767,-5916,-27,-68,-10,23090,21554,-10594,-21,4,13
8564,32767,-5920,-19,-71,1,23200,21592,-10684,-21,10,14
8552,32767,-5888,20,-75,9,23218,21558,-10652,-29,23,8
8568,32767,-5844,43,-75,9,23122,21586,-10556,-29,30,6
8518,32767,-5900,33,-70,6,23090,21502,-10486,-27,28,10
8498,32767,-5984,6,-60,-2,23080,21540,-10504,-18,24,7
8382,32767,-5864,-1,-53,-9,23026,21620,-10470,-14,26,10
8396,32767,-5890,20,-70,-9,23080,21616,-10530,-32,10,15
8478,32767,-5962,21,-76,-6,23188,21526,-10556,-37,-3,10
8708,32767,-5964,42,-74,-8,23300,21516,-10690,-32,7,10
8790,32767,-5924,33,-58,-13,23218,21534,-10586,-15,33,12
8650,32767,-5888,25,-45,-8,23054,21668,-10634,-7,39,17
8520,32767,-5962,9,-42,-9,23042,21632,-10590,-37,24,17
8464,32767,-5936,13,-50,-8,23106,21554,-10616,-55,18,8
8478,32767,-5896,25,-60,-9,23148,21516,-10526,-45,22,5
8472,32767,-5850,30,-57,-2,23192,21552,-10482,-34,20,9
8448,32767,-5886,25,-53,2,23148,21516,-10424,-35,28,15
8498,32767,-5938,17,-54,0,23064,21610,-10376,-28,37,10
8508,32767,-5896,0,-53,0,23034,21640,-10488,-14,25,10
8522,32767,-5916,-8,-57,-2,23152,21598,-10624,-19,4,12
8626,32767,-5810,13,-60,3,23316,21500,-10634,-34,5,9
8670,32767,-5826,27,-68,6,23260,21496,-10666,-42,29,5
8630,32767,-5864,11,-63,2,23010,21476,-10556,-35,42,10
8528,32767,-6012,-23,-50,-3,22968,21600,-10624,-27,28,9
8508,32767,-5976,-35,-48,-9,23094,21620,-10536,-27,2,9
8424,32767,-5860,-24,-60,-24,23274,21568,-10540,-12,12,14
8500,32767,-5856,15,-61,-7,23180,21562,-10566,-5,34,8
8532,32767,-5866,68,-58,18,23082,21612,-10418,-13,41,4
8536,32767,-5948,104,-58,17,23022,21668,-10472,-29,27,12
8492,32767,-5982,95,-67,12,23080,21670,-10544,-48,11,22
8624,32767,-6032,37,-71,4,23226,21604,-10546,-58,10,14
8702,32767,-6056,-13,-50,-12,23228,21504,-10532,-49,20,7
8706,32767,-5862,-24,-38,-15,23148,21480,-10526,-49,30,16
8648,32767,-5918,-49,-29,-15,23092,21446,-10600,-40,24,10
8494,32767,-5838,-10,-35,-5,23098,21544,-10548,-25,21,8
8524,32767,-5882,29,-49,4,23206,21558,-10520,-4,22,14
8588,32767,-5966,33,-51,4,23196,21674,-10536,-1,26,14
8550,32767,-5916,46,-41,4,23182,21562,-10528,-21,25,9
8480,32767,-5862,42,-37,-1,23150,21544,-10482,-23,26,7
8414,32767,-5782,17,-48,-9,23060,21630,-10452,-18,27,8
8504,32767,-5838,1,-66,-5,23174,21592,-10562,-29,17,9
8584,32767,-5870,2,-68,-10,23168,21564,-10566,-41,19,9
8682,32767,-5928,11,-70,-20,23092,21556,-10530,-36,29,5
8678,32767,-5928,6,-59,-13,23132,21578,-10558,-24,27,7
8460,32767,-5804,32,-59,-1,23196,21588,-10556,-15,14,11
8542,32767,-5854,44,-69,-2,23290,21572,-10602,-11,12,7
8614,32767,-5950,33,-66,0,23282,21540,-10574,-16,30,5
8634,32767,-5994,16,-60,-2,23128,21582,-10606,-19,42,6
8562,32767,-5944,-3,-53,-5,23084,21600,-10530,-21,27,10
8406,32767,-5970,-3,-61,-11,23172,21622,-10450,-16,16,6
8484,32767,-5986,-11,-74,-13,23158,21676,-10460,-20,22,6
8662,32767,-5970,-12,-63,-10,23200,21634,-10516,-38,30,10
8620,32767,-5886,9,-56,-12,23150,21536,-10576,-38,38,11
8578,32767,-5890,26,-54,-10,23056,21470,-10544,-34,34,8
8626,32767,-5980,43,-57,1,23032,21484,-10512,-22,23,2
8650,32767,-6024,51,-55,-4,23102,21512,-10486,-6,17,-1
8570,32767,-5822,32,-60,-14,23152,21574,-10512,6,16,8
8550,32767,-5838,-3,-63,-17,23210,21678,-10628,6,28,16
8634,32767,-5980,-35,-53,-26,23108,21664,-10664,-23,35,12
8532,32767,-5988,-30,-53,-24,23058,21590,-10574,-48,33,3
8536,32767,-5886,-2,-51,-14,23098,21488,-10554,-46,26,1
