A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
2532,4728,17112,3997,-116,-844,1004,14352,6056,2125,-206,-173,-7044,8808,10992,156,340,430,-7460,-448,12340,161,225,-78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2308,5488,17684,-199,-153,472,192,14876,5564,955,-4,174,-7552,8516,11128,1364,404,35,-7776,-492,12888,-150,442,-162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2084,1384,17720,2259,-771,491,0,12552,5180,1533,-121,24,-7492,9888,10920,1055,904,249,-8220,-452,12636,562,-62,-249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2904,-736,16804,16394,-1551,-2645,44,12740,5264,7922,-1280,-498,-6960,8800,10400,911,1149,717,-7704,-408,12108,182,611,-77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2436,2060,14496,31286,-467,-7318,184,12924,3856,11686,-992,-816,-6940,8476,10288,3490,2145,931,-7736,-440,12892,686,910,-43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,-2356,11636,32767,2861,-13865,-1724,9732,1656,22271,-2693,-1139,-7064,10048,9228,4687,3424,1995,-8080,-284,12100,2289,573,-202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-784,9644,5204,32767,-1694,-20659,1468,15500,-2100,32740,-4955,-2021,-6848,9968,9336,4784,4652,2864,-7044,-1536,11852,2015,1179,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1956,13768,3140,32767,-3449,-21776,-752,13528,-6456,32767,-4316,-2597,-6928,12948,9016,7805,6424,6798,-8552,784,12808,2360,1535,989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2072,9664,-11412,32767,-1526,-25674,540,16400,-9008,32767,-10142,-1485,-7504,14536,9852,2944,6473,9573,-8760,380,12336,1642,149,3285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-8424,24836,-15032,32767,-8789,-16306,4216,25452,-11240,32767,-4157,-1738,-8652,10348,10496,4421,3755,11438,-7916,1120,13384,780,668,3392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4516,15988,-19048,32767,-7810,-9750,-2768,16208,-4616,22589,-4213,-383,-7800,11948,10252,2925,2936,7013,-7268,568,13524,628,-512,2922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4908,10064,-16624,32767,530,-5710,800,14616,-9360,22453,-1564,-837,-7876,10032,8948,-1030,2088,1923,-7772,580,11936,-270,-469,1523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2572,13280,-14232,26886,-197,-5136,1312,18864,-9652,10616,580,-409,-5176,12436,8364,-589,2133,1575,-7496,940,12536,-661,1189,1326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4496,7520,-12620,13230,3914,-5063,-1092,13108,-10568,6154,100,-812,-7504,9832,8980,1874,1333,2346,-8124,652,12744,522,221,1193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-6360,6768,-9864,19579,-640,-2450,-220,12340,-12184,7462,-170,-622,-6728,13528,8428,2973,1599,1446,-8628,904,12208,934,15,989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-3112,7144,-14224,16274,-531,-642,-844,13552,-11820,8144,-723,24,-6460,13616,9252,-1160,1271,1453,-7036,876,12684,-745,459,1132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-4320,5448,-14412,6998,542,-1251,-180,14520,-12432,4796,-1205,-397,-7960,10300,9024,944,587,1315,-8656,1020,12760,-639,664,760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
